MDS_1,MDS_2,labels,filename
3849.919882638585,1158.0005979267914,horse,horse_900
778.5779046622508,-2953.237861566976,sheep,sheep_5977
3070.54234885368,2486.556951310433,boat,boat_3352
-2276.1749815688204,2992.2497541652297,dog,dog_2835
-5753.705067434637,2892.0492571395753,chair,chair_4712
7789.349616368995,807.1730803488513,horse,horse_1741
1170.0484857479644,3828.7788449250224,cow,cow_1320
-2422.5036700147784,4306.333573848429,diningtable,diningtable_2796
-2385.3158627989674,-2132.6262230162733,horse,horse_7136
-1069.071230527646,-1644.3613226414386,chair_diningtable,chair_diningtable_7992
4168.175124695968,-2198.527778433604,boat,boat_2678
-3488.0021325955877,3288.634676869511,dog,dog_3609
-2745.6148456897313,-1480.5629614751058,chair_diningtable,chair_diningtable_3150
-512.6776865067644,103.63371048523123,boat,boat_660
-2172.0965775867217,-3903.9961280263756,horse,horse_6832
1304.821234825498,-383.3442378795823,boat,boat_1735
236.49707753180684,-414.5026359979048,bird,bird_5096
5880.518564075929,468.37915809234175,cow,cow_1906
-6669.654172494042,3698.909181700058,chair_diningtable,chair_diningtable_3733
4282.857254669208,1357.378780209865,boat,boat_5129
861.1236458570407,-7980.785911661615,horse,horse_4109
2438.7577137981657,2367.270149357619,horse,horse_2910
-5257.876968005343,543.8859598674584,cow,cow_139
2722.504252392515,-4475.645981800586,boat,boat_2647
458.0582693854638,2562.201316458997,cow,cow_5575
-1492.257192852359,-5141.925295604717,diningtable,diningtable_6521
-363.06038701571924,3616.0733603546087,cow,cow_1577
6290.22085537432,-864.5510460865618,boat,boat_2723
-5256.381763279034,2387.97205489832,bird,bird_6957
-365.9444017417826,662.4512753824749,horse,horse_8497
-7094.0669871476075,2383.278517936327,chair,chair_7564
4000.6662954612957,3739.5126846452613,dog,dog_1689
-5824.807209339375,1064.1499091910446,chair,chair_5826
7038.027624490994,-1693.1507797340937,boat,boat_6082
5866.972627651364,-4110.094643943711,boat,boat_3191
-3573.681439617953,2667.865699486198,dog,dog_714
-5256.381763279039,2387.972054898324,dog,dog_6645
470.4562541464509,-3370.844680518641,dog,dog_3327
-1863.8896481377649,600.1799942159328,bird,bird_2771
-2452.192946882964,-2110.8549518596387,sheep,sheep_4193
-5890.4828746722715,2698.0737290005504,sheep,sheep_494
-4192.597219387216,-965.4219205572173,diningtable,diningtable_8526
7444.808928765538,1136.9145104185973,diningtable,diningtable_4503
-23.838276291105338,6983.198207906892,cow,cow_1866
3282.7120991945753,-2008.4511312098568,diningtable,diningtable_3002
-7269.3088898320175,1144.621056899076,diningtable,diningtable_1708
-4066.9011549499933,2820.845164507201,bird,bird_4687
1991.945584615802,2717.715965066417,boat,boat_5463
6446.957756996179,-3085.2187431558864,boat,boat_902
-1784.213111375712,-4912.095816244762,horse,horse_5429
-5256.381763279044,2387.972054898324,dog,dog_7345
5666.535702018637,-8412.056043322495,boat,boat_634
3518.911324443081,5664.783170363244,horse,horse_3543
-648.1167034403227,-68.60027891891271,chair,chair_5298
4883.7726770904965,385.91941566690735,horse,horse_5315
-3606.824704599856,4262.6679074492795,bird,bird_7763
6328.080027552479,-1912.7667537437385,dog,dog_2134
8570.714483614744,-5077.772371492438,train,train_6387
-449.02575383262365,-5961.581333209586,train,train_4376
-1708.8272786197604,-2794.712815472951,cow,cow_7608
-3156.231308136002,4584.779899615553,bird,bird_2233
2578.1001107443617,4692.036930751002,sheep,sheep_3283
-5262.484754873304,1828.448066079942,dog,dog_761
-5256.381763279039,2387.972054898323,boat,boat_6334
2147.412829704057,-3244.0694393119848,horse,horse_1687
-5807.007121644795,1964.199510821168,chair,chair_1601
-4021.9802406483427,-1890.6638253750168,chair,chair_3060
-1947.6013960862522,3846.739757873495,chair,chair_2993
-3899.2725962314776,-1359.7310920619987,horse,horse_7389
3037.831231114766,-2711.7340561414912,boat,boat_1223
-5256.381763279051,2387.972054898317,diningtable,diningtable_5287
3531.1184307245417,579.6199445392534,sheep,sheep_5960
5673.108347562511,984.6062701858284,boat,boat_3638
2196.6516254954604,-2083.4641635277494,horse,horse_3495
-581.3429109272862,-4223.667220003599,sheep,sheep_3691
5720.668273910948,-1201.1483775556626,boat,boat_6349
-3715.3159441171397,2289.5797984336,chair_diningtable,chair_diningtable_5676
-2487.9795449887265,1648.9590505533108,dog,dog_2394
-3355.073941294193,-710.1936742824263,chair,chair_526
-3757.933246426749,-1095.1371794159102,diningtable,diningtable_821
5402.966931045484,-7160.238693301279,boat,boat_1986
-6642.088380755877,1578.321171519662,chair,chair_7874
6752.606909138469,245.49333578627042,horse,horse_3426
3770.175515363395,272.63968840297616,cow,cow_1905
-722.7614081991711,577.0526160615378,sheep,sheep_5953
-4781.408199473295,198.24035166648503,horse,horse_2406
-5256.381763279043,2387.9720548983205,dog,dog_8147
2868.291251566048,-1212.0290290181704,boat,boat_532
5677.3949927712365,2836.461376893633,bird,bird_5341
3037.867979930689,-5400.208756105235,boat,boat_488
-1962.181955241576,-4712.420835909838,diningtable,diningtable_6203
6970.488848323933,-2952.5491197833503,chair,chair_7659
2308.429104066084,4212.159767013257,bird,bird_4975
3893.9705952699233,-520.7989396822369,horse,horse_4473
-1502.7381681971522,6066.561591209698,chair,chair_7570
1482.966937044221,1268.3905017155234,sheep,sheep_4151
2859.605129557331,-5948.520214653798,cow,cow_402
-1797.9358937457005,-4089.2601334709448,dog,dog_3898
-3023.806755296933,-4326.7472541263205,horse,horse_1851
4341.84326786605,1798.4657544157967,boat,boat_288
3074.8438860689366,-771.2906674074572,boat,boat_6615
-1725.0180528094309,-2028.556904235637,diningtable,diningtable_6604
-1309.136100086293,-2730.628408542959,cow,cow_3942
-2800.552692434009,-2990.972659712821,chair_diningtable,chair_diningtable_4773
-5895.349515299893,1791.472520952236,dog,dog_7540
-2486.729986439873,-3377.5758101179176,cow,cow_5845
-5911.058267254981,843.447928407089,bird,bird_4374
4101.678252188287,2586.763151406472,sheep,sheep_2409
7928.937745082988,-5195.488995483005,dog,dog_164
-5615.7508606981455,1452.2969373441715,dog,dog_332
-796.5074893977403,-38.70624021780662,boat,boat_2668
1696.3397255077764,-935.2934369413105,horse,horse_8420
6208.631514200668,-1586.0888089972836,boat,boat_4830
2515.690902628985,301.11312059585487,horse,horse_2442
-2001.752442903217,-1317.8568495139646,chair,chair_8053
-487.67132981201286,-3945.8382379786494,diningtable,diningtable_2353
5141.626136628545,-1891.472460224392,train,train_4781
2628.879116263193,1938.5657216091226,dog,dog_5093
2357.2786152724943,241.9333297731683,cow,cow_1902
-4903.351940031207,3172.162907676953,chair_diningtable,chair_diningtable_7346
-756.4810476163815,-514.2859281839183,train,train_5281
6886.293622503441,-413.09088425459436,horse,horse_7154
-4839.696394224018,-6419.407150818757,bird,bird_3003
-3264.385899444112,4154.3998859570065,chair_diningtable,chair_diningtable_2163
1262.720334801355,-6370.93280795484,sheep,sheep_5884
3727.098690303879,-4097.771142713508,boat,boat_8176
3513.461478002179,-3749.161584573649,horse,horse_6657
5179.818472458174,-3561.453365549748,boat,boat_5617
-6367.1072271019775,905.9681691748633,chair,chair_703
6196.575054569965,-4692.690354587887,boat,boat_1285
2258.2876759747624,-3904.276751316726,boat,boat_5340
-3174.6740675436804,4565.363192457778,bird,bird_2060
1082.0403031527694,-8017.848670111344,horse,horse_3562
1024.0472608878868,3829.80941195021,train,train_7691
-7260.995327482552,-1116.747584847188,chair,chair_801
4317.82490420241,-5236.358492986738,dog,dog_8534
-159.85788433525983,-6367.6085663885,chair,chair_1846
-1487.6977215238073,3394.5705329196526,boat,boat_548
-1306.7237204799987,1531.3097298845728,horse,horse_7280
2473.4468461744377,-4755.166274665124,boat,boat_1206
-58.76976853901171,3118.5165520691176,chair,chair_6816
-806.7536056476198,-2144.0126231858508,boat,boat_8384
2440.2129060471343,-6643.4057251535105,boat,boat_1089
-5049.147733463618,799.6262966320481,horse,horse_2749
-5776.930436586099,3286.726936309044,chair_diningtable,chair_diningtable_712
5927.255326844201,3389.991374028661,boat,boat_1497
-876.9272134461563,3675.160149360425,cow,cow_8565
4363.404717352328,-3878.9080006318873,boat,boat_2690
-1272.1084285861518,-6152.931136753326,bird,bird_8144
-253.3804082953985,123.60869395571932,boat,boat_5585
4841.880657424439,-878.1487373902727,diningtable,diningtable_5831
-1972.788830678856,1216.4574349336626,sheep,sheep_5922
4747.988953140921,5394.754858538029,boat,boat_2607
-1671.0990577646078,1898.2922937144479,boat,boat_8234
2929.831209886545,-7116.369786601178,boat,boat_7668
5462.9046999861,-1087.066604701461,bird,bird_3011
1081.892017870283,3805.2171162389855,boat,boat_490
-949.5179794398872,-2442.434773710129,chair,chair_8158
-5256.3817632790415,2387.9720548983223,chair_diningtable,chair_diningtable_3777
1462.5263057682232,-4353.958646260327,horse,horse_411
-2252.054359997819,-5990.041773949069,bird,bird_7309
2892.739114370343,-4906.831126419193,chair_diningtable,chair_diningtable_7984
-5256.38176327904,2387.9720548983223,sheep,sheep_5711
-6683.442545118029,-2294.393916825025,train,train_7257
-6553.001721915258,3557.9868583197626,chair,chair_5419
-1364.8708582540817,2258.179184011852,horse,horse_3912
3271.090082231645,4174.407640834124,train,train_3104
-5201.183112156377,-477.16056263089513,bird,bird_6529
-3607.6373430723906,3221.4770477749357,bird,bird_1025
-6339.82225686245,810.1049011077914,chair,chair_2861
