TSNE_1,TSNE_2,labels,filename
-17.996048000000005,31.358717,bird,bird_4374
-19.130013,30.082556,chair,chair_5826
11.952446,-17.212460999999998,bird,bird_3341
-18.492933,14.376605,boat,boat_5544
-8.2531395,-7.902226400000001,chair,chair_4742
-9.231314,-20.27512,horse,horse_2910
-22.683918,35.20245,bird,bird_556
28.053154,-3.0363796,boat,boat_6797
35.329937,-14.76922,diningtable,diningtable_6423
0.269724,-17.262259,sheep,sheep_5586
-36.76001,22.525846,dog,dog_6228
-17.56543,-3.1054816,boat,boat_436
31.284727,-19.463274,boat,boat_7390
-12.233634,28.238338,horse,horse_254
-14.831416,8.448986999999999,diningtable,diningtable_4282
-11.654514,22.098377,bird,bird_2901
34.673756,-9.10698,dog,dog_164
-2.0407562,3.1681256,horse,horse_136
-11.123777,-15.095663,sheep,sheep_601
-17.823504999999994,22.331951,horse,horse_4470
-24.345568,-3.9736204,boat,boat_2511
4.4445953000000005,-3.9076962,cow,cow_5722
-1.2890648,7.2033834,horse,horse_474
14.96784,-22.342735,boat,boat_6099
15.205585999999998,5.6350026,boat,boat_1113
-18.716255,7.341032000000001,cow,cow_8565
-20.689667,22.165545,chair_diningtable,chair_diningtable_686
-1.0821595,8.198602000000001,bird,bird_1369
10.055921,-11.775158,dog,dog_4592
2.0216198,6.201909,chair,chair_6816
-26.909597,33.696453000000005,chair_diningtable,chair_diningtable_6942
-15.058822,35.68677,bird,bird_1371
30.659473,-4.802109,boat,boat_488
27.165554,-24.672691,boat,boat_1334
-18.787994,17.247177,bird,bird_5829
14.498814,-24.842709,boat,boat_4978
25.483084,-9.893922,boat,boat_3588
32.73287,-21.538046,boat,boat_5714
-23.449402,34.042484,diningtable,diningtable_413
13.918441,-5.6166043,boat,boat_1053
25.594683,-20.399797,boat,boat_4951
-15.735957999999998,17.5379,chair,chair_7366
-18.483925,19.925444,chair,chair_6178
-17.04809,21.83715,boat,boat_4638
20.149927,-20.240173,boat,boat_4995
1.0951562,21.372526,diningtable,diningtable_7981
29.926386,-15.783166,boat,boat_8301
-7.3255944,27.447535,diningtable,diningtable_3897
22.59583,-14.231233,dog,dog_1406
33.837543,-11.438377,boat,boat_1986
1.1295678999999998,-2.8766625,bird,bird_786
8.833198,-30.967234,sheep,sheep_5882
5.948336,2.0548375,diningtable,diningtable_2058
24.578709,-26.952772,boat,boat_2662
-8.432764,-8.562535,horse,horse_1855
37.065243,-12.316301,diningtable,diningtable_6424
16.893995,-27.433498,horse,horse_7154
