SE_1,SE_2,labels,filename
-0.001274449473796705,0.0003217640855702593,chair_diningtable,chair_diningtable_7517
0.0008258873571506747,-0.0032897973532064017,diningtable,diningtable_3798
-0.0009576239539557376,-0.0008273402979502727,chair,chair_4742
0.0011974967335275847,-0.0035976538938184187,bird,bird_556
-0.0015421963603817965,0.0014414641282658024,sheep,sheep_535
-0.0010232459715647745,-0.0006217374159143783,diningtable,diningtable_8539
0.029376906699487882,0.002517486876795055,chair,chair_8086
-0.0015179733210505136,0.0016260615444847251,boat,boat_6797
0.0016692915152625182,-0.003646731858501835,chair,chair_5419
-0.0017060061827273091,0.0030594183006255127,diningtable,diningtable_6423
0.02937690669948786,0.002517486876795053,dog,dog_6228
0.0012518544697099564,-0.003618659817658359,diningtable,diningtable_5153
0.00038213820587139135,-0.002775355685235726,horse,horse_97
-0.0015107601500212945,0.001478377912325108,train,train_6397
-0.000946228571013392,-0.0007346825220588207,chair,chair_5298
7.152502134617437e-05,-0.0025120457233436767,bird,bird_2901
-0.001062208312822295,-0.00047828614098524287,boat,boat_5585
-0.0008809209487201262,-0.0009196107873310238,horse,horse_136
0.00028431413753180824,-0.002717503705754316,horse,horse_4470
-0.0014758350583074606,0.001180036544972626,boat,boat_2678
-0.0010151123654718592,-0.0005430460941812621,boat,boat_2511
-0.001473127428277527,0.0008358661747281357,boat,boat_6879
-0.0006452137002343362,-0.0014665438315852955,cow,cow_8565
0.0292319934079233,0.002487232458932573,dog,dog_4486
-0.0015250625059322475,0.001594822590059606,boat,boat_4803
-0.0014791429368032588,0.0009307456515762297,boat,boat_3173
-0.0009204019973695033,-0.0008689126678231401,diningtable,diningtable_6430
-0.001529563945019381,0.0015563368744782812,boat,boat_2597
-0.0015486006581335245,0.0012811695272838528,cow,cow_8204
-0.0012248422682589256,3.172798647406639e-05,dog,dog_4592
-0.0011013090760352048,-0.0002661300606857908,bird,bird_5096
0.0002708812998069121,-0.002737677907981969,horse,horse_800
-0.0003165892578654969,-0.001993444293742647,chair,chair_7028
0.02937716462799325,0.0025175413044107326,dog,dog_5423
0.001310418592225284,-0.003653176757631256,chair_diningtable,chair_diningtable_6942
-0.0012272692036250136,8.649584476911664e-06,diningtable,diningtable_2807
-0.0016120953757219813,0.001849686002921344,boat,boat_1334
-0.0015881052875447873,0.0014942254680912984,boat,boat_6947
-0.0006940108613418372,-0.0012944508342742874,sheep,sheep_5920
-0.0014095087695262622,0.0006340188559441535,boat,boat_4809
