PCA_1,PCA_2,labels,filename
22.191121452957926,1211.0919059462876,motorbike,motorbike_0671
-3700.8261101707867,12285.18243764142,motorbike,motorbike_0688
10592.698394585517,607.7490841348778,airplane,airplane_0721
-15723.992273787431,-1939.1500820815381,motorbike,motorbike_0562
-6394.209704554298,8320.170048461521,motorbike,motorbike_0513
3967.8479018076423,1159.9366285973815,airplane,airplane_0074
-1627.1259198214102,14069.208505997643,motorbike,motorbike_0152
4285.999188547808,3947.104139823725,airplane,airplane_0004
7540.797029202783,3011.1088980389013,airplane,airplane_0695
7141.359896235861,1057.848269165546,airplane,airplane_0522
2347.365053771863,-975.8877051710832,motorbike,motorbike_0561
-2706.653763087879,11975.408389441374,motorbike,motorbike_0155
-17212.418892499983,-3607.1893554568933,motorbike,motorbike_0546
-1438.5088712847953,-3040.4945849416595,ferry,ferry_0028
-12403.579570016447,-744.1255840539302,airplane,airplane_0011
-10086.232778591331,4957.499504312871,motorbike,motorbike_0609
6462.941981745619,-4571.6061744648905,airplane,airplane_0748
2082.0853888304387,11720.73799605053,motorbike,motorbike_0170
1570.6714143656216,-3661.039434480357,airplane,airplane_0444
3640.0491298520033,7035.770161879123,airplane,airplane_0197
-15102.146279714243,-1457.5572071900503,airplane,airplane_0078
-8208.242523066896,-3550.664007783443,airplane,airplane_0065
-15361.63108935557,-1352.5859923290145,motorbike,motorbike_0658
11851.855487577344,-3689.133364347336,airplane,airplane_0361
9953.719400277432,-3271.420409636104,airplane,airplane_0675
-1299.9004679057637,-6000.507015138087,ketch,ketch_0049
10359.901233671242,2350.037326005106,airplane,airplane_0258
13387.407334407022,-3947.4776432938224,helicopter,helicopter_0004
-16446.920046975585,-2655.098553706672,motorbike,motorbike_0787
21750.34682717935,-3122.9794377194826,ketch,ketch_0060
4587.19115671164,-2499.840084257163,airplane,airplane_0699
-9397.296711270576,5447.622021500115,motorbike,motorbike_0348
10861.927472512847,-5173.244071603702,airplane,airplane_0332
-2135.822294771688,-1333.8150456164678,motorbike,motorbike_0149
4684.404049183078,-816.8748180048918,airplane,airplane_0487
-16188.112541052358,-2182.496656375201,motorbike,motorbike_0587
10371.708306816448,-4658.127826015801,car,car_0092
611.3513323495815,-2642.394004645369,airplane,airplane_0211
-6275.575910006102,-4618.592254276522,airplane,airplane_0304
-5265.122044338883,10671.768019737465,motorbike,motorbike_0377
-3822.357800669236,-853.3620358772255,airplane,airplane_0771
9088.639021160949,-1056.8083615564133,airplane,airplane_0518
10347.598377742284,596.9302751809588,airplane,airplane_0483
-4178.71504483953,11203.581981272517,motorbike,motorbike_0186
4298.763136350393,-1169.1557025511904,airplane,airplane_0581
6955.463325495464,164.2978183744606,airplane,airplane_0548
-3559.949766674394,4908.879425597113,motorbike,motorbike_0104
4280.170857534247,-1908.363661509117,airplane,airplane_0434
4117.861685545577,-3335.7546881783787,helicopter,helicopter_0022
-2526.594097368811,-112.51084955748549,airplane,airplane_0194
4467.875602388839,-3556.0944100410547,airplane,airplane_0614
-3748.2487278823055,-5542.912722997086,ferry,ferry_0002
9903.120490327707,-631.2169984032216,car,car_0074
9889.704752164913,-67.73792348633164,airplane,airplane_0787
-9463.00597403886,-2043.9988722991013,motorbike,motorbike_0027
-4389.724208895419,-2388.4394728999473,airplane,airplane_0233
-14505.14693866785,-319.3352652863745,motorbike,motorbike_0467
-1859.9254154457744,-3625.9419368096305,ketch,ketch_0096
1088.8104156128443,-4106.414706814704,airplane,airplane_0408
-9842.898653110029,-4012.1013435380974,ketch,ketch_0026
-14625.564132065518,-4101.571487765034,airplane,airplane_0071
8731.736805546068,4296.7899080815505,airplane,airplane_0189
-4891.500610724768,-3179.055447190198,airplane,airplane_0357
12227.40321868681,-3082.139438492606,car,car_0099
7677.458220707781,-346.27811991647525,car,car_0107
-12985.397765520242,1959.343078711043,motorbike,motorbike_0586
-16480.479906857025,-2450.868081832765,motorbike,motorbike_0485
663.9119784794758,-1735.0912361342087,airplane,airplane_0621
14133.111264034153,6573.642430710376,airplane,airplane_0105
-14458.736553052557,-491.8042650885354,motorbike,motorbike_0581
2154.874575030857,3027.6782397436627,airplane,airplane_0003
-213.2695400911704,16564.208450260085,motorbike,motorbike_0518
-16636.36305879864,-2801.943716026179,motorbike,motorbike_0427
1701.4433965068554,18385.250809453668,motorbike,motorbike_0768
7093.017517022445,-1509.3033446611835,airplane,airplane_0513
-17908.139493129132,-4723.3604820376,motorbike,motorbike_0577
8893.785015286468,-2026.2107115661213,airplane,airplane_0727
10201.410292571098,-2789.3654652292907,airplane,airplane_0795
12489.530209483313,-1279.8584752462007,car,car_0052
-15142.376367093364,-1639.1100198350628,motorbike,motorbike_0796
18536.418500119413,-1884.1697826109744,motorbike,motorbike_0682
-1539.8633796019367,14608.628247841145,motorbike,motorbike_0679
-6706.620618020857,-1890.8055046655625,motorbike,motorbike_0080
22722.319447913487,4403.388211481628,motorbike,motorbike_0162
10119.863541744046,-2280.7499010036217,car,car_0077
7157.092471079825,-3833.585883627713,airplane,airplane_0566
4708.193404384775,1449.0774279903744,airplane,airplane_0365
4559.55797994988,-6218.881182520225,helicopter,helicopter_0002
6171.340642591483,5175.586450821798,airplane,airplane_0193
9681.26145289468,-4388.262579160298,car,car_0021
-16815.130649524235,-2991.589472735544,motorbike,motorbike_0391
-13287.556714716171,1292.7580484887235,motorbike,motorbike_0251
5147.300011367167,-854.9467317023664,motorbike,motorbike_0205
7196.141121579304,-5403.91884661303,airplane,airplane_0323
-2440.797998209018,-7402.087835648376,airplane,airplane_0601
-14725.5491251482,-402.9002094716512,motorbike,motorbike_0464
-6793.294380595032,8084.25165087448,motorbike,motorbike_0296
4672.2421978515085,-7022.553429230784,helicopter,helicopter_0027
-17000.86325710025,-3387.118160565522,motorbike,motorbike_0009
-8327.726188368892,-3237.050639051841,airplane,airplane_0423
7114.535309523965,-3436.5817917675927,airplane,airplane_0279
10700.609999997005,-2638.1318065676114,motorbike,motorbike_0254
7070.561395489444,-2377.003352734176,airplane,airplane_0744
17087.975189660414,-1946.7040412054525,airplane,airplane_0494
-3467.361508048699,-5389.624329360468,ketch,ketch_0053
-16625.462118489602,-2798.1533869199257,motorbike,motorbike_0463
-13420.590925396109,-3129.267444109989,ketch,ketch_0098
-17592.133200072018,-4170.625722821675,motorbike,motorbike_0473
11936.171713607444,-3623.850675702991,ferry,ferry_0061
-230.5140584826836,-5368.101583500951,helicopter,helicopter_0003
17038.096589252233,1106.9634679599462,motorbike,motorbike_0623
6293.621009817903,6877.201709391062,motorbike,motorbike_0226
