SE_1,SE_2,labels,filename
-0.00858119085308208,0.01852498674117015,Bluebell,Bluebell_295
-0.009084674374077052,-0.008887904712187415,Bluebell,Bluebell_281
-0.008036316586141694,0.008663408737765754,Bluebell,Bluebell_256
-0.005222277781157295,0.04889332267403588,Bluebell,Bluebell_242
-0.009789657758276291,-0.012620531144058077,Snowdrop,Snowdrop_116
-0.00996824492095137,0.004394102758611168,Snowdrop,Snowdrop_102
0.011606994866811032,-0.005121413305591872,Tulip,Tulip_574
0.02496796923909469,0.020281045563737696,Sunflower,Sunflower_776
0.03679406905306914,-0.008130866016690183,Sunflower,Sunflower_762
-0.010604144604765723,-0.019644811636130688,Tulip,Tulip_602
-0.003116381773999976,-0.001308292133918324,Sunflower,Sunflower_789
-0.00799640652976539,-0.009714381360231488,Tulip,Tulip_616
-0.011124984016156957,-0.008321573852845146,Tulip,Tulip_617
-0.00564094310049804,0.011792932676856152,Tulip,Tulip_603
-0.0025450564317839844,0.01439526056698127,Sunflower,Sunflower_788
0.02252178384597256,0.025028383569563908,Sunflower,Sunflower_763
0.002080320010471769,0.014601342587651337,Sunflower,Sunflower_777
0.019924567841511483,-0.005958307543718,Tulip,Tulip_561
-0.0014652099292710413,-0.023999310194332716,Tulip,Tulip_575
-0.010197883201815944,-7.695108910608484e-05,Snowdrop,Snowdrop_103
-0.010528504206659923,0.002653957003550486,Snowdrop,Snowdrop_117
-0.005327368847646528,0.05204470510435176,Bluebell,Bluebell_243
-0.011288578178160345,-0.013338716096045507,Bluebell,Bluebell_257
-0.008138495517998705,0.0003747651696943935,Bluebell,Bluebell_280
-0.009507630440000376,-0.0015183849083522324,Bluebell,Bluebell_294
-0.009468271454415636,-0.00840795585808764,Bluebell,Bluebell_282
-0.008982404644739837,0.00561727290062675,Bluebell,Bluebell_296
-0.008231810170880765,0.0276260296526901,Bluebell,Bluebell_269
-0.007012560041580755,0.036935234693854034,Bluebell,Bluebell_241
-0.006227445733225848,-0.015525059382648443,Tigerlilly,Tigerlilly_558
-0.009881560972781592,0.002659063186220439,Bluebell,Bluebell_255
-0.01029211531485334,-0.016438335331346744,Snowdrop,Snowdrop_101
