PCA_1,PCA_2,labels,filename
19.636757191773373,-18.29602555663219,train,train_7691
-4837.362901543257,391.06809156536303,bird,bird_4374
-641.8415335258703,1248.689818258344,boat,boat_7727
-4916.028822059254,587.9692775670729,chair,chair_5826
1599.2483680207429,-659.0862346152536,bird,bird_3341
4250.464070644056,-997.2113307233184,boat,boat_1171
-2939.206162007816,-1765.7683871591391,boat,boat_5544
1557.3939589276904,1927.1609044700103,chair_diningtable,chair_diningtable_7517
-5536.667858174882,919.468784110424,diningtable,diningtable_3798
-922.698356500052,-1926.487973540229,chair,chair_4742
1153.7642764625712,-1720.127593565359,horse,horse_2910
-6382.184850425882,65.0228247565191,bird,bird_556
4396.320623035259,-92.54022020926467,sheep,sheep_535
-1789.9625146997064,2008.3672494439309,boat,boat_1133
-5080.837313084054,-332.7918851286877,sheep,sheep_5854
182.22023038229923,-937.9374427304364,diningtable,diningtable_8539
-5080.837313084054,-332.7918851286877,chair,chair_8086
1822.2852179872339,1264.899772277712,boat,boat_5683
-184.92223868646926,-2062.842200616488,horse,horse_3491
4965.9226661357725,1169.4099166438964,boat,boat_6797
-6104.458551275459,-491.0321889340828,chair,chair_5419
-3107.0171040129844,-135.24690487049878,boat,boat_8016
7276.060824468868,1730.4931282299285,diningtable,diningtable_6423
1237.165075294436,-1538.2594915251832,sheep,sheep_5586
-22.93287410751132,-543.1794364393577,bird,bird_1046
-5080.837313084054,-332.7918851286877,dog,dog_6228
-3573.2466238035554,-13.201070015564088,boat,boat_6842
-6524.4688280718665,-231.82718381995383,diningtable,diningtable_5153
2446.6710645010944,-347.4882329712163,chair_diningtable,chair_diningtable_5817
-51.989725757371104,-30.15102888965251,boat,boat_436
5163.567681588648,304.119984515982,boat,boat_7390
-4406.308149835234,100.57262958056835,horse,horse_254
-4303.5115791644575,-300.20079637621535,horse,horse_97
-1702.9454394471384,-500.84134680135855,diningtable,diningtable_4282
4234.570396110674,1132.601243580043,train,train_6397
-413.4984996188172,95.97473430905364,chair,chair_5298
-563.939356257154,91.24674802481987,diningtable,diningtable_6604
-3826.290414504626,308.23722038014483,bird,bird_2901
-151.18540333351584,124.73114436174349,boat,boat_5585
-3971.887546322439,948.1120020068493,chair_diningtable,chair_diningtable_3282
6933.559885346645,1415.5181668389282,dog,dog_164
5663.023881501518,-762.2151295227569,boat,boat_6082
-5080.837313084054,-332.7918851286877,bird,bird_6957
-1174.4972901282447,403.9711394820088,horse,horse_136
2988.6531598101506,-78.7787768394689,boat,boat_2642
-595.1897311713877,-2745.198229290755,sheep,sheep_601
-4087.2429572533947,-384.2859395136635,horse,horse_4470
-5080.837313084054,-332.7918851286877,sheep,sheep_5711
3724.058601144351,-107.32304137923698,boat,boat_2678
-190.694291111001,1354.9494920755512,boat,boat_2511
820.1895177511918,-893.0013722036128,cow,cow_5722
4976.446181410313,-313.84029856130627,dog,dog_2134
3098.110941812773,-3845.8865034099495,boat,boat_6879
-2412.7442175411293,535.7541067408532,dog,dog_4301
-2179.1214938547737,41.441669416619376,horse,horse_474
3912.6233675912495,-127.3760367758245,boat,boat_6099
1008.0731025990848,1703.0849137862297,boat,boat_1113
-4614.7532142195505,546.1203152715332,chair,chair_801
1712.2687719925793,-609.9308166231277,boat,boat_1221
-1332.2320020293496,-87.71505182879027,cow,cow_8565
-1205.6300858020672,1747.6615534558032,dog,dog_7262
2164.5852367336274,-1719.1636195834797,horse,horse_2932
5203.466740671571,-876.9063412058806,dog,dog_4304
-5080.837313084054,-332.7918851286877,dog,dog_4486
3847.5684873322975,2293.4090573318063,boat,boat_4803
3941.3145921678224,-262.34027252186354,train,train_4781
3677.4331263983104,-984.9694503340177,boat,boat_3173
-853.9210780500543,-1376.8000670392498,diningtable,diningtable_6430
-5080.837313084054,-332.7918851286877,dog,dog_7345
-4565.574017960796,-357.70639695213214,chair_diningtable,chair_diningtable_686
-124.73065881411706,2772.7394759400518,bird,bird_8545
5218.118430294593,4626.1921332297225,dog,dog_6210
-2177.4288246538918,719.2446866397713,bird,bird_1369
4302.117443900282,1373.7620115830612,boat,boat_2597
4565.217363429171,-980.2804384039764,cow,cow_8204
1866.354959415248,-187.48445008210723,dog,dog_4592
449.07243871468233,186.4434601428229,bird,bird_5096
-4689.0451272827995,15.018751954610956,horse,horse_800
1305.8241968741804,-693.1101150044431,boat,boat_3107
2147.4085261778764,-36.136367940883375,sheep,sheep_5975
-2286.1926676145354,902.4890137749692,chair,chair_7028
-517.6377931857877,773.6412610087621,chair,chair_6816
-4597.430902842784,284.8918309775364,dog,dog_5423
5366.613162218793,2088.733477744489,boat,boat_7547
-6606.980063126124,-1271.375442299005,chair_diningtable,chair_diningtable_6942
5150.506755887391,1540.8724596595166,boat,boat_7648
