UMAP_1,UMAP_2,labels,filename
6.401873,9.160859,paris_louvre,paris_louvre_000015
6.576971,10.314844,paris_general,paris_general_000143
7.505022999999999,4.703219,paris_louvre,paris_louvre_000438
6.284278400000002,7.1713853,paris_triomphe,paris_triomphe_000043
9.186446,8.144828,paris_invalides,paris_invalides_000048
2.0210407,6.375795,paris_sacrecoeur,paris_sacrecoeur_000141
7.433771000000001,9.966675,paris_general,paris_general_000113
5.14613,-1.114091,paris_general,paris_general_001519
7.829744,9.395678,paris_invalides,paris_invalides_000162
8.356967,9.023083,paris_general,paris_general_003153
5.428573,1.6628352,paris_louvre,paris_louvre_000219
10.054771,4.7902794,paris_general,paris_general_000800
4.029141,8.828896499999997,paris_moulinrouge,paris_moulinrouge_000871
3.4440398,-0.2788337,paris_general,paris_general_002618
5.670959,-1.4750814,paris_louvre,paris_louvre_000303
4.155831,11.703481,paris_triomphe,paris_triomphe_000602
6.58454,8.912848,paris_sacrecoeur,paris_sacrecoeur_000162
7.8105693,10.084292,paris_general,paris_general_002955
6.159655,10.804938,paris_moulinrouge,paris_moulinrouge_000004
5.1609807,1.8597437,paris_triomphe,paris_triomphe_000280
3.8113525,-0.031382725,paris_triomphe,paris_triomphe_000666
6.8234935,6.669317200000001,paris_invalides,paris_invalides_000546
6.613817,3.4890068,paris_triomphe,paris_triomphe_000071
3.7628953,10.479268,paris_triomphe,paris_triomphe_000082
7.7135777,4.931867,paris_general,paris_general_000026
8.422801,6.561266000000002,paris_triomphe,paris_triomphe_000390
2.3985167,7.220867,paris_sacrecoeur,paris_sacrecoeur_000578
9.043939,11.198122,paris_invalides,paris_invalides_000109
11.02769,7.646713,paris_invalides,paris_invalides_000668
8.654932,6.1877933,paris_louvre,paris_louvre_000445
6.6290545,8.893856,paris_general,paris_general_001723
7.785236999999999,8.514016,paris_general,paris_general_002626
4.367799,-2.0648377,paris_general,paris_general_002220
3.7824948,1.7198614,paris_louvre,paris_louvre_000162
6.5077620000000005,-0.64904606,paris_moulinrouge,paris_moulinrouge_000746
7.0784974,10.610464,paris_general,paris_general_002108
7.604848,8.973555000000003,paris_triomphe,paris_triomphe_000348
5.131334,5.0556,paris_general,paris_general_003045
4.4878225,-0.06827396,paris_triomphe,paris_triomphe_000073
7.9146614,10.83289,paris_triomphe,paris_triomphe_000486
4.6451964000000014,-1.4220515,paris_triomphe,paris_triomphe_001109
5.605632,-0.9998109,paris_moulinrouge,paris_moulinrouge_000642
7.143722500000001,4.0768876,paris_general,paris_general_000271
2.7716615,-0.68548375,paris_moulinrouge,paris_moulinrouge_000874
9.716143,9.288257000000002,paris_general,paris_general_001960
4.995335,2.1303742000000003,paris_louvre,paris_louvre_000326
6.781658599999999,4.406676999999998,paris_general,paris_general_002821
5.9994435,4.7283373,paris_sacrecoeur,paris_sacrecoeur_000309
4.3232784,8.890919,paris_general,paris_general_002985
4.317908999999998,7.3398970000000014,paris_general,paris_general_002734
5.0095224,9.506384,paris_moulinrouge,paris_moulinrouge_000384
9.0128355,9.916062,paris_invalides,paris_invalides_000106
8.708062,6.512931299999999,paris_moulinrouge,paris_moulinrouge_000594
2.8001810000000003,7.914472999999999,paris_general,paris_general_000129
5.3369675,-0.57179976,paris_invalides,paris_invalides_000361
6.502197,8.444704,paris_general,paris_general_002128
8.320931,10.417641,paris_general,paris_general_001930
5.9156127,8.310911,paris_triomphe,paris_triomphe_000635
4.659968,10.304159,paris_triomphe,paris_triomphe_000067
2.8675077,7.034261999999999,paris_triomphe,paris_triomphe_000261
4.723927,6.3466578,paris_triomphe,paris_triomphe_001099
2.2607706000000003,4.582122,paris_invalides,paris_invalides_000411
2.5815933,1.5047262,paris_triomphe,paris_triomphe_000665
5.0717473,6.5434975999999985,paris_moulinrouge,paris_moulinrouge_000130
5.325321,5.042731,paris_invalides,paris_invalides_000396
7.4104023,6.352819,paris_triomphe,paris_triomphe_000442
6.409397,7.39222,paris_moulinrouge,paris_moulinrouge_000427
3.2189262000000003,5.3832207,paris_invalides,paris_invalides_000315
2.1094954,5.466011,paris_invalides,paris_invalides_000268
10.472256,6.207861,paris_moulinrouge,paris_moulinrouge_000498
8.413296,7.147666,paris_sacrecoeur,paris_sacrecoeur_000402
1.8513948,6.6239405,paris_sacrecoeur,paris_sacrecoeur_000685
9.476006,9.576692,paris_invalides,paris_invalides_000754
5.649853,5.865772,paris_sacrecoeur,paris_sacrecoeur_000266
2.9564834,-0.8704821,paris_triomphe,paris_triomphe_000500
8.690391,4.5962695999999985,paris_louvre,paris_louvre_000157
9.255247,9.6136265,paris_sacrecoeur,paris_sacrecoeur_000301
8.100104,6.9668410000000005,paris_louvre,paris_louvre_000391
9.664349,7.527812,paris_invalides,paris_invalides_000650
5.9299154000000005,0.66898054,paris_moulinrouge,paris_moulinrouge_000347
2.9655774,6.5844665,paris_invalides,paris_invalides_000070
4.6189833,7.643859399999998,paris_general,paris_general_002371
6.816312299999999,-0.782325,paris_moulinrouge,paris_moulinrouge_000827
4.3893723,0.80780566,paris_invalides,paris_invalides_000149
3.0213075000000003,1.2595,paris_triomphe,paris_triomphe_000768
10.336267,8.340561,paris_general,paris_general_001806
9.270448,4.1624813,paris_sacrecoeur,paris_sacrecoeur_000280
5.4775624,4.883365,paris_general,paris_general_002520
7.3252797,7.780303,paris_general,paris_general_001513
8.643756,9.860733,paris_invalides,paris_invalides_000056
6.452274,6.8671722000000015,paris_general,paris_general_000107
2.2462804,1.1462185,paris_triomphe,paris_triomphe_000949
10.085858,10.519175,paris_invalides,paris_invalides_000030
3.6095748,7.6186547,paris_invalides,paris_invalides_000113
4.59339,-0.9083326,paris_moulinrouge,paris_moulinrouge_000647
8.244954,5.369717,paris_triomphe,paris_triomphe_000840
6.457866,3.2308486000000003,paris_louvre,paris_louvre_000233
5.1334534000000005,4.3516307,paris_general,paris_general_003136
4.7726073,-1.8191916,paris_general,paris_general_001788
8.4655,7.457592999999999,paris_general,paris_general_003140
3.6629965,0.06851065,paris_triomphe,paris_triomphe_000380
3.4015765,9.005523,paris_invalides,paris_invalides_000657
6.460133,6.6861186,paris_louvre,paris_louvre_000271
2.8367198,1.7523601999999998,paris_triomphe,paris_triomphe_000176
6.229653400000001,7.1134925,paris_sacrecoeur,paris_sacrecoeur_000315
7.230992999999999,8.647439,paris_moulinrouge,paris_moulinrouge_000386
4.8412690000000005,6.5871460000000015,paris_triomphe,paris_triomphe_000369
7.728333,9.578738,paris_invalides,paris_invalides_000166
7.665798,4.746982599999999,paris_moulinrouge,paris_moulinrouge_000460
8.428148,6.439581,paris_louvre,paris_louvre_000130
4.508442400000002,8.972111,paris_moulinrouge,paris_moulinrouge_000586
5.620928299999999,-1.3574985000000002,paris_moulinrouge,paris_moulinrouge_000531
6.5387187,7.8694034,paris_sacrecoeur,paris_sacrecoeur_000416
