SE_1,SE_2,labels,filename
-0.005439619670025432,0.002793572088441749,paris_general,paris_general_002958
-0.007030466202102874,-0.017680376827943232,paris_sacrecoeur,paris_sacrecoeur_000096
-0.006040563343093701,-0.0029462781359807897,paris_sacrecoeur,paris_sacrecoeur_000204
-0.006868358782649106,-0.0112636113744445,paris_general,paris_general_002387
-0.004424080497953499,0.0071151861135422155,paris_invalides,paris_invalides_000254
-0.0065031930692316005,-0.014287791567027213,paris_triomphe,paris_triomphe_000909
0.01188177676368814,0.0010888875266406852,paris_general,paris_general_002459
0.000542153514237661,0.011221852043912852,paris_moulinrouge,paris_moulinrouge_000261
-0.006149767105712027,-0.008552353284249912,paris_triomphe,paris_triomphe_000914
-0.006610145719133757,-0.002079639005418466,paris_louvre,paris_louvre_000015
0.008129670154042756,0.0009544162397687963,paris_louvre,paris_louvre_000017
0.026756456819576373,-0.0033617204552565372,paris_general,paris_general_002220
-0.006828204674513617,-0.012083006784658144,paris_general,paris_general_002084
-0.005436764100681352,-0.00703103850577286,paris_sacrecoeur,paris_sacrecoeur_000165
-0.004532474804143049,0.010273440094313831,paris_general,paris_general_000306
0.026217386690841324,-0.002369269649316596,paris_general,paris_general_000934
-0.004867725722944882,0.01569507095622687,paris_general,paris_general_002267
0.00694007874960724,0.0068038911738514075,paris_general,paris_general_000299
-0.006612053797749514,0.0052419434639364324,paris_moulinrouge,paris_moulinrouge_000004
-0.007487459577521713,-0.019732385627865143,paris_invalides,paris_invalides_000364
-0.0025707976105321557,0.010232030380348455,paris_invalides,paris_invalides_000410
-0.005155060895990245,0.009843560805759214,paris_general,paris_general_002734
-0.00616258787056801,0.006417472180299384,paris_louvre,paris_louvre_000142
-0.005785876478627113,0.008963700407450283,paris_general,paris_general_002351
-0.005437319211257885,0.007075554904895615,paris_triomphe,paris_triomphe_000024
-0.006745868169858051,-0.009244270313792087,paris_louvre,paris_louvre_000391
-0.006991590534105371,-0.017791504729223438,paris_invalides,paris_invalides_000316
-0.0048154420985725655,0.0023711384645556514,paris_triomphe,paris_triomphe_000958
0.027089533957657144,-0.0035063468507609804,paris_general,paris_general_000355
-0.0046148595650716134,0.013090203710872154,paris_triomphe,paris_triomphe_000771
-0.006217250223117655,0.02906458385493503,paris_triomphe,paris_triomphe_000086
0.0012023740464701105,0.006743616978082521,paris_general,paris_general_002362
-0.006359694773612371,-0.0035540475339921264,paris_moulinrouge,paris_moulinrouge_000492
-0.005341545902742533,0.002707506391370692,paris_moulinrouge,paris_moulinrouge_000490
-0.006902452177490095,-0.011132287163338646,paris_moulinrouge,paris_moulinrouge_000011
0.02666739510090544,-0.0006489773698346379,paris_moulinrouge,paris_moulinrouge_000367
-0.0062251076986591615,-0.01149268556255538,paris_louvre,paris_louvre_000104
-0.006017001465741149,0.006852475939789132,paris_moulinrouge,paris_moulinrouge_000327
-0.007058273291102118,-0.019698026440608148,paris_invalides,paris_invalides_000200
-0.004881010374649452,0.0011878043894066445,paris_invalides,paris_invalides_000248
0.02705759206187817,-0.002343840817681036,paris_moulinrouge,paris_moulinrouge_000858
-0.006284135712623439,0.0016006473167332687,paris_invalides,paris_invalides_000140
-0.003967222926873825,0.013211043730466472,paris_triomphe,paris_triomphe_000193
0.02600661730502692,-0.002817044272340766,paris_general,paris_general_001997
-0.004520231717885057,0.009248113274791324,paris_moulinrouge,paris_moulinrouge_000622
-0.0055802798108733,0.007691364418393273,paris_general,paris_general_002985
-0.006224286658013787,-4.945461651376665e-05,paris_louvre,paris_louvre_000111
-0.006543632330260339,-0.006426013998782806,paris_sacrecoeur,paris_sacrecoeur_000438
-0.006638651423589723,-0.006024860164673664,paris_louvre,paris_louvre_000081
-0.003087157454821841,0.00890845367523557,paris_general,paris_general_001235
-0.00331898021460694,0.013009278956819005,paris_sacrecoeur,paris_sacrecoeur_000302
0.025776209445667504,-0.0013838753932719512,paris_invalides,paris_invalides_000646
0.026240533927732432,-0.0027131336309613183,paris_moulinrouge,paris_moulinrouge_000653
-0.0068029090655446255,0.04341928252817817,paris_triomphe,paris_triomphe_000329
-0.005572852500826054,-0.012035410594227669,paris_louvre,paris_louvre_000232
0.02664292849589629,-0.001991026547301338,paris_moulinrouge,paris_moulinrouge_000782
-0.007314733346427221,-0.01980224693572725,paris_general,paris_general_002052
-0.0069322994576108575,-0.010077940220180352,paris_invalides,paris_invalides_000025
0.008878880548417234,0.006729117745570941,paris_louvre,paris_louvre_000162
-0.0060309266213404026,0.00027640778854596756,paris_triomphe,paris_triomphe_000635
-0.006416506022697068,0.001954828295475553,paris_invalides,paris_invalides_000356
-0.006325769909431522,0.03128705052111635,paris_triomphe,paris_triomphe_000964
-0.007582540362059305,-0.021512820633890685,paris_invalides,paris_invalides_000663
0.025920985481375215,-0.002463803149120405,paris_general,paris_general_001736
-0.006697035572823378,-0.008029132799286031,paris_louvre,paris_louvre_000316
-0.00608983187504582,0.0007697271852878518,paris_sacrecoeur,paris_sacrecoeur_000118
0.026009693225929945,-0.001962149735775152,paris_triomphe,paris_triomphe_000206
-0.00719710972526917,-0.016090523824040123,paris_general,paris_general_000313
0.02505257856029577,-0.00045569213612832785,paris_triomphe,paris_triomphe_000664
-0.006600263406658148,0.0067352982943918935,paris_general,paris_general_000086
-0.0043142463370573715,0.002795207016889065,paris_invalides,paris_invalides_000565
-0.005256242940490698,0.008031536126929459,paris_invalides,paris_invalides_000375
-0.0063465033462818,0.0017656188975551262,paris_sacrecoeur,paris_sacrecoeur_000233
-0.006432468734063035,-0.0015405517357301134,paris_general,paris_general_001179
-0.005643754177288725,0.0026979089429142607,paris_sacrecoeur,paris_sacrecoeur_000649
-0.0021168875892152955,0.011231829331462042,paris_invalides,paris_invalides_000047
-0.0037852644875797283,0.013973968355392559,paris_sacrecoeur,paris_sacrecoeur_000497
0.02544639846911696,0.00010501627812622967,paris_triomphe,paris_triomphe_000799
-0.007599481664567576,-0.022186083518093737,paris_invalides,paris_invalides_000661
-0.006710907146521455,-0.0056968548939030274,paris_general,paris_general_000113
0.013548693024448923,-0.00022068924776306285,paris_moulinrouge,paris_moulinrouge_000186
0.010475433490556806,0.006808220966586192,paris_sacrecoeur,paris_sacrecoeur_000460
-0.005880381808913998,0.005811975135500502,paris_moulinrouge,paris_moulinrouge_000294
-0.006376292414439485,-0.0011028169394065466,paris_louvre,paris_louvre_000426
0.02177592584638556,0.0032283104045562365,paris_triomphe,paris_triomphe_000663
-0.0027211626126923275,0.00659563443188967,paris_triomphe,paris_triomphe_000029
-0.007060760894287473,-0.0055169930430877395,paris_triomphe,paris_triomphe_001116
0.02727898210373492,-0.0041734064161098,paris_moulinrouge,paris_moulinrouge_000215
-0.00652081292770949,-0.005807558148430163,paris_invalides,paris_invalides_000162
-0.006299295899817501,-0.002586326985264393,paris_moulinrouge,paris_moulinrouge_000391
-0.005724444848058352,0.006127941936558802,paris_sacrecoeur,paris_sacrecoeur_000314
-0.003978442686859018,-0.0005989191994540034,paris_general,paris_general_002821
-0.005469164666262252,0.012803123282839005,paris_louvre,paris_louvre_000163
-0.0068900875145078465,-0.013975418295261796,paris_invalides,paris_invalides_000048
-0.005944317789754115,-0.01442513153409594,paris_invalides,paris_invalides_000670
-0.005358684746342132,0.008006652788091944,paris_invalides,paris_invalides_000256
0.0259088029656194,-0.0020233000769197644,paris_sacrecoeur,paris_sacrecoeur_000215
0.02043693539714073,0.0014470274774068044,paris_triomphe,paris_triomphe_000175
-0.006400737058109229,0.000841519332353893,paris_moulinrouge,paris_moulinrouge_000288
-0.005865828647020126,-0.010856389269469142,paris_louvre,paris_louvre_000396
-0.005411243142388961,0.013344557163699429,paris_general,paris_general_000129
-0.0066259054887206755,-0.01991594621166561,paris_general,paris_general_002445
-0.006386184876693718,-0.0011006194152695119,paris_triomphe,paris_triomphe_000938
-0.0019336892802282266,-0.001516139729941658,paris_invalides,paris_invalides_000275
-0.005711261711539761,-0.005493784731324836,paris_moulinrouge,paris_moulinrouge_000267
-0.0028245656417217845,-0.009485168077958987,paris_general,paris_general_000043
-0.0062059380254214655,0.006727607553039487,paris_moulinrouge,paris_moulinrouge_000113
-0.004874056354252242,-0.011755910619053421,paris_general,paris_general_002103
-0.006903546396459794,-0.020653507608254105,paris_sacrecoeur,paris_sacrecoeur_000153
-0.0010957729663382742,0.0024211567064354967,paris_general,paris_general_002864
-0.006505587521439943,-0.006131069880175359,paris_louvre,paris_louvre_000074
-0.000649766298942273,0.0109674123148655,paris_invalides,paris_invalides_000297
0.027964044398417442,-0.004287936291953095,paris_moulinrouge,paris_moulinrouge_000521
-0.0016584719628388767,0.009830397869900332,paris_triomphe,paris_triomphe_000226
-0.0070330967666299505,-0.013946564354946886,paris_general,paris_general_002641
-0.006596375060171682,-0.002903040838983506,paris_triomphe,paris_triomphe_000161
0.02685087437257841,-0.003323529688081225,paris_general,paris_general_002977
-0.0035917739718249156,-0.007894795674616222,paris_triomphe,paris_triomphe_000734
-0.006978964978772174,-0.01295097775281448,paris_moulinrouge,paris_moulinrouge_000159
0.021191611491159824,0.0031727892212070627,paris_triomphe,paris_triomphe_000713
-0.006373350777301579,0.031381942514344924,paris_triomphe,paris_triomphe_000467
0.02511182599962596,-0.0005133242111279124,paris_triomphe,paris_triomphe_000007
-0.0067596059244335645,-0.01292222296981121,paris_invalides,paris_invalides_000617
0.025847714656595674,-0.002828666991094812,paris_louvre,paris_louvre_000423
-0.0033328433124819533,0.011607245329110344,paris_triomphe,paris_triomphe_000634
-0.005366337490918628,0.012410793914989388,paris_triomphe,paris_triomphe_001099
-0.007166942694269768,-0.017084911474713218,paris_louvre,paris_louvre_000332
-0.007042617586174051,0.04868132961596778,paris_triomphe,paris_triomphe_000397
-0.004256001454740638,0.013061425986160512,paris_invalides,paris_invalides_000070
0.0244053954091152,0.0005496044894589962,paris_triomphe,paris_triomphe_000401
-0.007232984389043261,-0.018062334559045243,paris_invalides,paris_invalides_000230
-0.00557067870517161,0.006066551497122951,paris_general,paris_general_000712
-0.0058846023502894616,0.009973455473545868,paris_invalides,paris_invalides_000252
-0.004904876800430382,0.004031953257627729,paris_general,paris_general_002444
0.02609976397242354,-0.0021726787080775696,paris_louvre,paris_louvre_000371
0.027342762856157585,-0.003448250333145521,paris_moulinrouge,paris_moulinrouge_000642
-0.0031267214639169433,0.008535087512161295,paris_invalides,paris_invalides_000402
0.01865446462722412,-5.173034888260594e-05,paris_invalides,paris_invalides_000642
0.015488005150051398,0.0051972786220435855,paris_triomphe,paris_triomphe_001089
0.026188357986659683,-0.0029920620804690518,paris_moulinrouge,paris_moulinrouge_000632
-0.007238988780484839,-0.01675765068746713,paris_triomphe,paris_triomphe_000151
0.021694085441230856,-0.0012942015622106435,paris_louvre,paris_louvre_000013
-0.006528394758619843,-0.009349867098441378,paris_louvre,paris_louvre_000299
-0.006748939956212098,-0.010257988430154486,paris_invalides,paris_invalides_000247
-0.005848159439599464,0.0008219833727628796,paris_moulinrouge,paris_moulinrouge_000640
