TSNE_1,TSNE_2,labels,filename
-7.6117816,3.0957916,paris_general,paris_general_002958
-29.821365000000004,-42.991333,paris_sacrecoeur,paris_sacrecoeur_000096
10.399048,-12.149322,paris_sacrecoeur,paris_sacrecoeur_000204
8.694886,-19.11461,paris_general,paris_general_002387
-39.371147,28.44112,paris_invalides,paris_invalides_000254
18.647070000000006,-35.237022,paris_triomphe,paris_triomphe_000909
48.770844,-0.07911525,paris_general,paris_general_002459
4.5847597,53.306435,paris_moulinrouge,paris_moulinrouge_000261
-6.2840195,2.010967,paris_triomphe,paris_triomphe_000914
-11.061433,-26.152977,paris_louvre,paris_louvre_000015
38.51291,15.557564,paris_louvre,paris_louvre_000017
64.89741,30.141094,paris_general,paris_general_002220
7.831311,-30.889679,paris_general,paris_general_002084
21.931341,-21.147501,paris_sacrecoeur,paris_sacrecoeur_000165
-10.430657,25.684473,paris_general,paris_general_000306
68.56143,33.164703,paris_general,paris_general_000934
-32.77818,38.226025,paris_general,paris_general_002267
11.984118,41.72612,paris_general,paris_general_000299
-56.624023,-20.744654,paris_moulinrouge,paris_moulinrouge_000004
-18.53424,-65.32007,paris_invalides,paris_invalides_000364
-8.544858,27.01676,paris_invalides,paris_invalides_000410
-14.597777,17.068977,paris_general,paris_general_002734
-26.424047,-7.5240345,paris_louvre,paris_louvre_000142
-45.8881,18.209091,paris_general,paris_general_002351
-47.8492,1.2875917,paris_triomphe,paris_triomphe_000024
12.594617,-9.973696,paris_louvre,paris_louvre_000391
1.6209946000000002,-39.93869,paris_invalides,paris_invalides_000316
22.745426,-19.183126,paris_triomphe,paris_triomphe_000958
66.76064000000001,29.443949,paris_general,paris_general_000355
-32.8229,25.08015,paris_triomphe,paris_triomphe_000771
-59.10179,27.74652,paris_triomphe,paris_triomphe_000086
14.067753,34.665012,paris_general,paris_general_002362
-12.746897,-0.7515189,paris_moulinrouge,paris_moulinrouge_000492
-54.983803,-3.7385893,paris_moulinrouge,paris_moulinrouge_000490
-37.138557,-27.444893,paris_moulinrouge,paris_moulinrouge_000011
52.724617,60.38541800000001,paris_moulinrouge,paris_moulinrouge_000367
30.77506,-38.254158,paris_louvre,paris_louvre_000104
-57.575035,-20.238707,paris_moulinrouge,paris_moulinrouge_000327
0.90498126,-47.14948,paris_invalides,paris_invalides_000200
-33.220833,-20.72636,paris_invalides,paris_invalides_000248
54.471725,57.04111999999999,paris_moulinrouge,paris_moulinrouge_000858
7.8665657000000015,5.799329,paris_invalides,paris_invalides_000140
-5.5509977,45.16686,paris_triomphe,paris_triomphe_000193
67.35541500000001,25.246807,paris_general,paris_general_001997
-6.770637,26.47088,paris_moulinrouge,paris_moulinrouge_000622
-43.74095,12.338004,paris_general,paris_general_002985
13.740262,-3.3125172,paris_louvre,paris_louvre_000111
14.032568,-6.684674,paris_sacrecoeur,paris_sacrecoeur_000438
3.9516106,-17.13229,paris_louvre,paris_louvre_000081
1.4471995,30.855072,paris_general,paris_general_001235
-18.08398,22.020256,paris_sacrecoeur,paris_sacrecoeur_000302
61.507473,38.835228,paris_invalides,paris_invalides_000646
81.708435,13.054348,paris_moulinrouge,paris_moulinrouge_000653
-70.88105999999998,18.989489000000006,paris_triomphe,paris_triomphe_000329
18.08154,-42.876606,paris_louvre,paris_louvre_000232
63.65229,55.357536,paris_moulinrouge,paris_moulinrouge_000782
-16.838774,-68.36117,paris_general,paris_general_002052
-16.008217000000002,-56.639732,paris_invalides,paris_invalides_000025
15.451825,48.84376,paris_louvre,paris_louvre_000162
-38.200783,-8.163103999999999,paris_triomphe,paris_triomphe_000635
-20.995052,-13.41729,paris_invalides,paris_invalides_000356
-67.32862,9.197417,paris_triomphe,paris_triomphe_000964
-16.434611999999998,-63.456017,paris_invalides,paris_invalides_000663
64.43624,31.984943,paris_general,paris_general_001736
15.6099615,-5.0383406,paris_louvre,paris_louvre_000316
-17.336285,-7.1052885,paris_sacrecoeur,paris_sacrecoeur_000118
54.10190600000001,32.2389,paris_triomphe,paris_triomphe_000206
-32.423206,-54.682014,paris_general,paris_general_000313
57.061413,34.316956,paris_triomphe,paris_triomphe_000664
-16.408945000000006,8.379358,paris_general,paris_general_000086
7.9835963,28.104053000000004,paris_invalides,paris_invalides_000565
-49.47951,-10.400239,paris_invalides,paris_invalides_000375
-20.81665,-11.059223,paris_sacrecoeur,paris_sacrecoeur_000233
-20.69358,-8.096224000000001,paris_general,paris_general_001179
-42.517185,-9.820661,paris_sacrecoeur,paris_sacrecoeur_000649
8.5281105,41.952473,paris_invalides,paris_invalides_000047
-3.8217816,47.061966,paris_sacrecoeur,paris_sacrecoeur_000497
49.11169,56.953884,paris_triomphe,paris_triomphe_000799
-18.926945,-66.09054,paris_invalides,paris_invalides_000661
-28.693819,-34.361614,paris_general,paris_general_000113
71.85799399999998,4.1169267,paris_moulinrouge,paris_moulinrouge_000186
12.545656,44.951244,paris_sacrecoeur,paris_sacrecoeur_000460
