UMAP_1,UMAP_2,labels,filename
-8.390258,3.1358204,2,2_6519
0.9095415,15.705265,1,1_5594
6.455422,-6.969465,4,4_1461
11.420727,6.635296,1,1_203
6.610147500000001,1.5821164,9,9_9028
11.482856,6.5905795,1,1_918
15.716548,11.766178,7,7_9851
19.80846,-6.137911,4,4_9492
5.9602466,1.8995705000000005,7,7_4064
6.5411806,7.0832973,4,4_2498
8.957469999999997,-9.508246,9,9_7227
6.8055286,-8.723324,7,7_658
-6.5141454,5.28932,3,3_9177
-9.109788,-2.0242267,1,1_7167
24.771034,3.0722938,1,1_2228
-7.0996823,9.782874,1,1_2444
11.522641,13.532093,2,2_331
-3.8954806,6.764848,3,3_1317
5.230386,6.132501,3,3_2594
7.960792,17.221320000000002,3,3_5674
0.026003212,0.9206111,2,2_3355
3.9942138,9.980235,2,2_1771
3.8863392,11.022062,0,0_5155
-0.7446244000000001,18.379879000000006,3,3_3795
-7.835984700000001,0.25215986,0,0_1808
15.355703,-12.100845,2,2_4248
21.462017000000003,-0.6920864999999999,4,4_3728
0.96184075,13.741753,0,0_8808
17.057756,10.73053,1,1_2273
-1.0842208,-4.550886,1,1_2928
16.7661,3.9495373,0,0_4628
8.338246,4.108352,1,1_4195
12.654405,-11.097582,2,2_1895
13.077961,-11.711081,7,7_7801
10.672991,7.686910000000001,9,9_6401
20.371162,0.17853343,3,3_927
14.540376,-1.8413372,1,1_3019
-12.121965,1.5756451,1,1_4806
6.7378097000000015,6.261078,3,3_5214
10.709531,8.054647000000001,9,9_1013
-1.6393324,4.932569,4,4_1649
2.8087063,9.576204,2,2_7685
-10.379325,-2.474248,4,4_2005
13.661365,5.276791,3,3_1798
14.211102,3.6269202,4,4_533
-3.6839104,11.751502,0,0_7031
13.477091,-2.8864396,0,0_7536
8.589681,9.652683,3,3_5766
12.108275,12.146978,3,3_1072
-5.3205776,1.722072,7,7_5471
7.4460535,-8.296882,4,4_304
2.4404235,2.3232164,9,9_2259
1.0446543,-7.014742999999998,3,3_5245
-7.1543565000000005,11.066199,2,2_9490
8.760891,16.640293,3,3_8864
16.982692999999998,7.640435000000001,0,0_5567
5.0180345,7.204548,9,9_8534
13.973359,12.245007,4,4_708
15.473629999999998,9.003853,2,2_1506
2.160963,10.3960285,3,3_815
10.282947,16.556059,7,7_8202
16.28341,-0.12897228,7,7_9196
-5.786274400000001,3.432513,7,7_9147
3.9904978,-3.076965,1,1_1054
-4.231392,10.047704,3,3_7484
18.591455,8.477337,3,3_5935
18.171846,7.086199799999998,1,1_9336
-0.27188066,-11.924351,7,7_9067
-2.0686858,15.2952795,7,7_8391
13.882749,-0.01893982,0,0_4403
15.025807999999998,-6.533558,2,2_659
9.037104,6.2001276,2,2_7785
10.326698,-4.4343667,4,4_2201
10.145979,1.5399477,1,1_9549
16.495163,8.077046000000001,2,2_4055
18.76332,2.9375935,0,0_9939
9.698852,2.649341,9,9_1048
8.27206,-1.0535195,4,4_1157
1.9914433,2.0655859,9,9_1622
