UMAP_1,UMAP_2,labels,filename
6.2172766,8.385726,radcliffe_camera,radcliffe_camera_000190
2.2454803,9.462715,radcliffe_camera,radcliffe_camera_000098
5.691346,6.3442335,all_souls,all_souls_000015
2.1384416,9.403497,radcliffe_camera,radcliffe_camera_000454
4.954057,7.043053,bodleian,bodleian_000096
2.957239,5.9423866,radcliffe_camera,radcliffe_camera_000231
6.903567999999999,7.954673,radcliffe_camera,radcliffe_camera_000176
4.421298,9.814866,radcliffe_camera,radcliffe_camera_000105
4.5999165,8.647497,oxford,oxford_002083
4.3545313,9.825957,radcliffe_camera,radcliffe_camera_000429
4.6760125,6.2603589999999985,radcliffe_camera,radcliffe_camera_000428
2.6232972,9.640229,oxford,oxford_000905
2.9632895,6.8262777,christ_church,christ_church_000718
1.0644969,7.2839274,radcliffe_camera,radcliffe_camera_000255
5.037574,6.3171697,christ_church,christ_church_000146
2.790673,7.086189999999998,oxford,oxford_001278
5.864845,6.196766,oxford,oxford_003056
2.396072,10.289654,radcliffe_camera,radcliffe_camera_000443
6.562057000000001,7.948083400000002,radcliffe_camera,radcliffe_camera_000164
7.185527,6.5885534,all_souls,all_souls_000055
5.539962999999998,10.038628,all_souls,all_souls_000184
2.7823439,8.271327000000001,christ_church,christ_church_000395
2.4388564,9.727818,bodleian,bodleian_000410
4.833058,8.723637,all_souls,all_souls_000064
5.4777594,9.993217,oxford,oxford_000238
2.8095012,9.566031,oxford,oxford_002286
5.30879,6.290618,christ_church,christ_church_000115
6.4082875,8.35225,oxford,oxford_002694
4.9504128,10.417644500000002,oxford,oxford_000926
1.3111997,7.4942436,oxford,oxford_000741
2.3886595,8.517365,magdalen,magdalen_000446
6.677533,7.0359817,radcliffe_camera,radcliffe_camera_000167
0.822275,9.267696,radcliffe_camera,radcliffe_camera_000130
1.4347706,7.24703,christ_church,christ_church_000642
1.1176069,7.945309,radcliffe_camera,radcliffe_camera_000100
5.1831574,6.4017587,radcliffe_camera,radcliffe_camera_000566
5.831131,7.9526606,radcliffe_camera,radcliffe_camera_000373
1.1524079,9.084877,radcliffe_camera,radcliffe_camera_000074
0.45117748,9.0820465,oxford,oxford_001122
6.516721,7.251819599999998,radcliffe_camera,radcliffe_camera_000218
5.1217294,8.805741000000003,oxford,oxford_000259
4.2332926,10.194208,oxford,oxford_000901
3.3223164,7.1835265,christ_church,christ_church_000198
2.0689418,8.944238,radcliffe_camera,radcliffe_camera_000287
6.2958937000000015,7.207718400000001,all_souls,all_souls_000072
5.5170846,6.5388236,magdalen,magdalen_000810
4.6037474000000005,9.33193,bodleian,bodleian_000077
5.5278616,7.652089,bodleian,bodleian_000465
4.9366226,10.234991,all_souls,all_souls_000210
3.7022362,6.393668,magdalen,magdalen_000545
0.90442425,8.650559,radcliffe_camera,radcliffe_camera_000416
2.373992,9.22321,radcliffe_camera,radcliffe_camera_000412
4.137848399999998,10.294217,all_souls,all_souls_000174
0.60227823,9.226246000000002,radcliffe_camera,radcliffe_camera_000258
2.48606,10.390819,radcliffe_camera,radcliffe_camera_000463
5.4061765999999984,8.498294,magdalen,magdalen_000783
6.9647770000000016,6.6146398,all_souls,all_souls_000040
3.609152,6.109339,oxford,oxford_002888
2.9367454,7.4714006999999985,christ_church,christ_church_000190
4.002746,8.290427000000001,bodleian,bodleian_000208
4.995675,6.0159535,oxford,oxford_000605
4.330881,10.296219,oxford,oxford_002317
1.4468516000000002,7.6441393,radcliffe_camera,radcliffe_camera_000367
6.3235855,6.087442,all_souls,all_souls_000209
5.090824,9.685009,oxford,oxford_003373
2.112688,6.3617167000000014,radcliffe_camera,radcliffe_camera_000161
3.691235,7.5554565999999985,oxford,oxford_001614
6.060021,8.033702,radcliffe_camera,radcliffe_camera_000361
4.340048,5.79845,christ_church,christ_church_000802
6.557155000000002,7.334179,oxford,oxford_000525
4.0218735,9.485225,all_souls,all_souls_000035
2.0396636000000004,8.912156,radcliffe_camera,radcliffe_camera_000264
3.6407766,7.9894795,oxford,oxford_001189
2.4950387000000003,8.718794,radcliffe_camera,radcliffe_camera_000076
4.1672916,10.378071,oxford,oxford_001231
2.7367787,7.5676246,oxford,oxford_000719
4.708903,9.512534,bodleian,bodleian_000364
7.0866528,6.653223,magdalen,magdalen_000278
0.6945452,8.076512,radcliffe_camera,radcliffe_camera_000343
3.2762961,7.278496700000002,christ_church,christ_church_000724
3.681138,8.835349,all_souls,all_souls_000105
4.361999,8.011194,magdalen,magdalen_000051
5.6006684,6.7716866,christ_church,christ_church_000279
5.2762628,9.923363,all_souls,all_souls_000161
3.8673823,7.3820643,christ_church,christ_church_000758
0.60809547,8.553236,radcliffe_camera,radcliffe_camera_000226
6.295449700000002,6.621621,radcliffe_camera,radcliffe_camera_000390
1.7388712,8.769551,radcliffe_camera,radcliffe_camera_000220
3.070129,7.520845,magdalen,magdalen_000504
6.207495,7.0232,radcliffe_camera,radcliffe_camera_000016
7.1735864000000005,6.5000663,magdalen,magdalen_000374
0.6109485,8.123187,radcliffe_camera,radcliffe_camera_000198
5.590653400000001,7.477162,all_souls,all_souls_000175
6.2187557,6.5028567000000015,all_souls,all_souls_000021
0.6903431999999999,8.015827999999999,radcliffe_camera,radcliffe_camera_000248
5.376363,6.1624713,radcliffe_camera,radcliffe_camera_000426
6.2076817,6.0043106,oxford,oxford_002503
5.041617400000002,9.889049,all_souls,all_souls_000051
6.0813440000000005,6.044463,oxford,oxford_002985
2.9429464,7.559157400000001,radcliffe_camera,radcliffe_camera_000481
0.58854425,9.324721,radcliffe_camera,radcliffe_camera_000402
4.6636424000000005,9.753624,oxford,oxford_000910
3.9106643,10.522376,all_souls,all_souls_000134
0.96325445,7.244950999999999,oxford,oxford_003132
6.8047357,6.931125,magdalen,magdalen_001105
1.9348854,7.72245,radcliffe_camera,radcliffe_camera_000439
6.429966,7.749453999999999,radcliffe_camera,radcliffe_camera_000038
2.992256,6.321804,christ_church,christ_church_000078
3.3391016,7.111519,christ_church,christ_church_000073
3.086424,7.054913000000001,oxford,oxford_000331
4.798573,8.015799000000001,radcliffe_camera,radcliffe_camera_000116
3.2510630000000003,8.928219,magdalen,magdalen_000000
5.5300970000000005,7.350658,oxford,oxford_002358
4.1039453,9.909954,oxford,oxford_001320
2.1796799,6.2087255,oxford,oxford_001666
5.7540974999999985,9.222356,radcliffe_camera,radcliffe_camera_000240
4.551814,8.320238,oxford,oxford_002745
2.3399844,8.795858,christ_church,christ_church_001142
3.9711733,7.3702497,oxford,oxford_000351
3.799191,8.2278805,magdalen,magdalen_000809
1.6455042000000002,7.19113,radcliffe_camera,radcliffe_camera_000408
3.4774797,7.865774000000001,christ_church,christ_church_001039
2.3055491000000004,7.6451716,oxford,oxford_002841
0.7487552,7.493635,radcliffe_camera,radcliffe_camera_000014
7.2924223,6.529466,bodleian,bodleian_000264
3.9240727,6.955326,oxford,oxford_000699
3.5737870000000003,6.1182623,christ_church,christ_church_000179
4.2859615999999985,10.274411,oxford,oxford_000962
0.76739013,8.99335,radcliffe_camera,radcliffe_camera_000219
1.9825335,7.488376,magdalen,magdalen_000360
0.8646149,7.7890515,radcliffe_camera,radcliffe_camera_000026
4.435566400000001,9.625548,bodleian,bodleian_000381
2.371462,10.316148,radcliffe_camera,radcliffe_camera_000120
4.413752,10.561919,all_souls,all_souls_000014
4.3519440000000005,5.807101,magdalen,magdalen_000001
5.2417912000000015,9.145212,radcliffe_camera,radcliffe_camera_000139
5.1567745,10.257475,all_souls,all_souls_000119
4.2046833,9.926068,all_souls,all_souls_000087
3.3574982,9.104471,magdalen,magdalen_000052
3.4770966,9.055011,oxford,oxford_001123
