PCA_1,PCA_2,labels,filename
-1314.0426784753702,-2568.0354297901104,obj76_,obj76__20
516.2376836967267,1720.4821699916233,obj67_,obj67__250
-1293.5113248544485,-2409.4198203757,obj76_,obj76__145
265.73016033130506,-626.3548561005169,obj75_,obj75__300
3750.999272490221,1029.8183507286371,obj74_,obj74__300
-1941.1764976652087,-885.4558494879527,obj67_,obj67__25
3848.414567451882,664.6571894525922,obj74_,obj74__260
315.64794666856324,-474.83842017879545,obj75_,obj75__260
3678.6635384650012,170.15295099163185,obj74_,obj74__45
-2245.1102527771022,2863.503148175509,obj72_,obj72__205
-1113.7695251744942,-2153.7793482813045,obj100_,obj100__160
266.5557109035915,84.16372829990206,obj73_,obj73__205
-268.1685703187691,-225.26951359566056,obj75_,obj75__40
-2126.1580771286594,-652.7715675408805,obj67_,obj67__330
-645.4807650869427,-1884.8527815570817,obj100_,obj100__55
-1069.7248647656993,-2151.5185172236447,obj100_,obj100__40
-2036.4428169476846,-508.55063564144723,obj67_,obj67__325
128.67524589632058,703.5428098004369,obj75_,obj75__55
-2241.1595739172817,2831.244978753587,obj72_,obj72__210
-953.892279334399,-2154.679135127855,obj100_,obj100__175
194.13606234163726,131.58504949561888,obj73_,obj73__210
426.8851443461944,-18.20857453966301,obj73_,obj73__10
3799.5900930109387,250.32852371926015,obj74_,obj74__50
3979.8761051596666,644.4356973954698,obj74_,obj74__275
-2032.0473745169852,3005.894220341137,obj72_,obj72__15
356.4144250817879,-492.762248312329,obj75_,obj75__275
2656.596237372575,194.4382607245801,obj74_,obj74__5
-376.11477116406417,-1387.3907689400335,obj75_,obj75__315
-1316.4251466513322,-2642.4534525550393,obj76_,obj76__0
-1845.874353344314,-818.4376058847972,obj67_,obj67__30
3310.648555844691,993.9827670450893,obj74_,obj74__315
-1344.2407192177016,-2464.56039336751,obj76_,obj76__150
-117.35436567663766,1178.88222466113,obj67_,obj67__245
-1147.3949321500459,-2417.2995983868273,obj76_,obj76__35
68.94549882210796,1852.887712875169,obj67_,obj67__290
