PCA_1,PCA_2,labels,filename
12279.776582764523,-4270.2936336385355,Bluebell,Bluebell_295
-3128.312356386938,-110.48319182331088,Bluebell,Bluebell_281
3452.4507307163944,-3041.458885264766,Snowdrop,Snowdrop_102
-1520.6587516739194,4387.344347722229,Tulip,Tulip_574
8420.731700042823,13912.763519949964,Sunflower,Sunflower_776
4680.333037692813,2753.4602145629915,Sunflower,Sunflower_789
-3045.6271876621167,-4604.096757530195,Tulip,Tulip_616
-4606.593832940247,-7007.0120280125375,Tulip,Tulip_617
12788.885663776962,3010.047266146162,Sunflower,Sunflower_788
4310.343907914682,1698.4551439121735,Sunflower,Sunflower_777
4805.803626789674,-8110.531303073957,Snowdrop,Snowdrop_117
-2929.7412885900594,-2732.774506751564,Bluebell,Bluebell_282
12065.359082358189,-9793.699262856682,Bluebell,Bluebell_269
-7389.239656222922,-8650.122760468128,Snowdrop,Snowdrop_115
-5195.376532792285,4528.121425701969,Tulip,Tulip_563
-4420.036262971868,16230.017138250634,Windflower,Windflower_1138
10432.626125973353,-2146.6138501120645,Tulip,Tulip_615
9830.962845366379,-2210.7317885912803,Tulip,Tulip_629
879.9477850994763,771.0903413345593,Tulip,Tulip_628
179.8546920199104,1402.7093739611755,Tulip,Tulip_600
-4077.3800777779456,-3844.9647848250293,Tulip,Tulip_614
-8477.66721817015,9593.84304758806,Sunflower,Sunflower_774
726.4330641754202,11994.195242481515,Sunflower,Sunflower_760
1673.4652962426712,11890.2212425801,Sunflower,Sunflower_748
-3422.2385288336345,7701.7314341495385,Windflower,Windflower_1139
-18367.60901855694,2442.741629827057,Tulip,Tulip_562
7289.925685015991,-4478.8432705332425,Snowdrop,Snowdrop_128
2125.0097472230123,66.14751155587918,Tulip,Tulip_589
11394.244397612229,-6661.233209634819,Bluebell,Bluebell_268
-1106.2486279472444,-537.0269887385007,Bluebell,Bluebell_287
4814.2293396310215,-2965.362177355085,Bluebell,Bluebell_293
18955.31244577202,-5451.3561146959755,Bluebell,Bluebell_244
9725.193092947502,-9065.400284907908,Bluebell,Bluebell_250
9909.602368591595,-7041.5383176996165,Snowdrop,Snowdrop_110
-16546.6349765269,3598.460218862057,Windflower,Windflower_1129
-3196.512091996839,1513.1569013514786,Sunflower,Sunflower_770
-5623.010494249163,3518.5697541042377,Sunflower,Sunflower_758
4717.870234928389,-366.2447069665954,Tulip,Tulip_610
-4503.8301303686985,-5723.422721642724,Bluebell,Bluebell_318
6010.845111297249,404.68535480750376,Tulip,Tulip_611
506.77808484275386,-5997.4870503928405,Tulip,Tulip_639
-4174.772103917254,13381.840708823676,Sunflower,Sunflower_765
-283.9908827481057,5804.253203612882,Tulip,Tulip_573
-5147.3670876982505,19026.523795830126,Windflower,Windflower_1128
-17745.78005791972,-6094.360601587848,Snowdrop,Snowdrop_111
10960.761379715717,-4025.617416927447,Snowdrop,Snowdrop_105
-5829.9321032131675,-4004.5946701634557,Snowdrop,Snowdrop_139
773.8055752926846,-9990.47365290923,Bluebell,Bluebell_251
8227.550524198043,2333.805655516742,Tigerlilly,Tigerlilly_548
-6380.877165656313,-7731.39744239356,Bluebell,Bluebell_292
