UMAP_1,UMAP_2,labels,filename
1.2769495000000002,5.553317,obj67_,obj67__250
4.314816,-3.4020987000000003,obj75_,obj75__300
4.602537,-13.154982999999998,obj74_,obj74__300
3.3606007000000004,-12.603691,obj74_,obj74__260
-11.951752,-3.0246444,obj72_,obj72__205
15.465481,1.5659755,obj73_,obj73__205
1.9956989,-4.199312,obj75_,obj75__40
15.645055,1.6258569,obj73_,obj73__210
4.3672037,-15.40406,obj74_,obj74__50
3.795788,-12.930265,obj74_,obj74__275
-10.151446,-5.2246656,obj72_,obj72__15
4.641376,-2.5415466,obj75_,obj75__275
5.3504224,-14.786670999999998,obj74_,obj74__5
3.3285434,-3.9285715,obj75_,obj75__315
-0.34044418,-0.88974184,obj76_,obj76__0
-0.6034066,7.3871574,obj67_,obj67__30
4.9863844,-13.400625,obj74_,obj74__315
0.06973095,-2.3373716,obj76_,obj76__150
0.8719766,5.9000053,obj67_,obj67__245
2.6438806,7.4307880000000015,obj67_,obj67__290
3.7170408,3.721696,obj75_,obj75__115
2.4507976,-15.32799,obj74_,obj74__115
-0.31772396,-0.5022007,obj76_,obj76__185
14.347058,2.0084555,obj73_,obj73__170
2.927408,-0.5937269000000001,obj100_,obj100__215
-12.614476,-3.7041445,obj72_,obj72__170
-0.22575086,-1.3205447,obj76_,obj76__350
3.2922308,-15.502943,obj74_,obj74__85
2.4095907000000003,8.340836999999999,obj67_,obj67__125
1.8720706000000005,0.71266687,obj76_,obj76__230
3.1401630000000003,4.526575,obj75_,obj75__80
5.1247454,-2.039908,obj100_,obj100__80
1.5814837,0.6668308000000001,obj76_,obj76__225
2.6675947,-0.5699066999999999,obj100_,obj100__200
3.6188054,4.0226746,obj75_,obj75__100
2.7845728,6.972929,obj67_,obj67__285
2.9329052000000004,-15.385946,obj74_,obj74__100
-0.5028989,-0.7829906999999999,obj76_,obj76__180
2.771947,7.816075,obj67_,obj67__295
14.473702,1.8700335,obj73_,obj73__175
-12.503293,-3.4057958,obj72_,obj72__175
-0.12517956,-1.1704323,obj76_,obj76__355
3.4317492999999994,-15.701195000000002,obj74_,obj74__80
2.2722247,0.5764511,obj76_,obj76__235
5.2105002,-3.1851137,obj100_,obj100__90
3.3998747,4.0893784,obj75_,obj75__90
1.2475428999999998,0.56618595,obj76_,obj76__220
3.0986688,-15.622081,obj74_,obj74__95
-0.12859222,-1.967031,obj76_,obj76__340
14.062145999999998,2.2631261,obj73_,obj73__160
-12.725371,-3.9637625,obj72_,obj72__160
2.7401712000000003,6.625468,obj67_,obj67__280
-0.07495792,-0.19455813,obj76_,obj76__195
0.31483793,-2.4877715,obj76_,obj76__140
1.7337586,5.3998246,obj67_,obj67__255
-0.56598604,8.145273,obj67_,obj67__20
4.788965,-13.276977,obj74_,obj74__305
4.809897,-2.3975945,obj75_,obj75__265
4.7365937,-15.208393,obj74_,obj74__40
-12.211606,-3.0507708,obj72_,obj72__200
2.9561594,-6.426271400000001,obj100_,obj100__50
1.2075593,9.826475,obj67_,obj67__335
2.3587866,3.5840008,obj75_,obj75__45
2.5103369,3.889373,obj75_,obj75__50
2.009315,9.109492,obj67_,obj67__320
2.9206898,-6.5895214000000015,obj100_,obj100__45
2.2099016,-1.1791712,obj100_,obj100__170
15.742228,1.7885412,obj73_,obj73__215
5.7190949999999985,-14.8325815,obj74_,obj74__0
3.6860285,-3.8277495,obj75_,obj75__310
4.884363,-13.337071,obj74_,obj74__310
-0.014473157,-1.9354053,obj76_,obj76__155
4.8139143,1.0242144,obj75_,obj75__175
4.104752,-2.3949013,obj100_,obj100__275
13.701173999999998,3.5224643,obj73_,obj73__110
2.315343,5.575653599999999,obj67_,obj67__85
0.005829509300000001,-2.5911298,obj76_,obj76__330
1.4965204,9.56119,obj67_,obj67__145
3.6225471,0.4969979000000001,obj76_,obj76__245
0.34664133,-2.666426,obj76_,obj76__325
5.367278,-3.3208594,obj76_,obj76__95
1.350982,-14.15434,obj74_,obj74__160
4.6564364000000005,1.3057593,obj75_,obj75__160
0.8927568000000001,0.7210901,obj76_,obj76__40
-10.14499,-3.1404521,obj72_,obj72__305
16.530523000000002,4.1435075,obj73_,obj73__305
1.304889,-2.887384,obj76_,obj76__125
-0.2341297,6.606925500000001,obj67_,obj67__45
-0.50004756,8.72742,obj67_,obj67__185
4.6966953,0.44233575,obj75_,obj75__200
-11.000152,-5.8847547,obj72_,obj72__60
1.3936127,-13.27038,obj74_,obj74__200
13.897555,4.5874453,obj73_,obj73__65
16.639957,2.555365,obj73_,obj73__265
2.0740094,-4.777225,obj75_,obj75__20
0.22624508,9.646654,obj67_,obj67__350
2.945205,-6.64911,obj100_,obj100__35
3.3749936000000003,-7.0293927,obj100_,obj100__20
16.447229999999998,2.727306,obj73_,obj73__270
-10.643945,-2.4948642000000003,obj72_,obj72__270
13.89095,4.4234304,obj73_,obj73__70
5.084704,-0.2791625,obj75_,obj75__215
0.13467164,6.3408093,obj67_,obj67__50
-0.003004103,6.429806,obj67_,obj67__225
-10.006585,-3.3745224,obj72_,obj72__310
1.6967325,0.5849879,obj76_,obj76__55
-10.399728,-3.0629568,obj72_,obj72__300
16.467093,3.8385863,obj73_,obj73__300
1.173267,0.7583652,obj76_,obj76__45
1.565183,-3.1351428,obj76_,obj76__120
0.46781108,6.0803833,obj67_,obj67__235
-0.2363241,8.941127999999997,obj67_,obj67__180
4.8472550000000005,0.31589344,obj75_,obj75__205
-11.120724,-6.018838400000001,obj72_,obj72__65
3.2155378,-6.910589999999999,obj100_,obj100__30
-0.031318672,9.425509,obj67_,obj67__355
1.747109,-4.3944725999999985,obj75_,obj75__30
0.78773826,9.690909,obj67_,obj67__340
3.300203,-6.8120966,obj100_,obj100__25
16.52907,2.7570024,obj73_,obj73__275
4.985411599999999,-15.138731,obj74_,obj74__35
-0.6080647,8.275644999999999,obj67_,obj67__195
-11.254677,-5.8237977,obj72_,obj72__70
-0.20471442,6.6285505,obj67_,obj67__220
0.5676934,-2.6808197,obj76_,obj76__135
1.3097364,0.6068494000000001,obj76_,obj76__50
16.091864,4.1592712,obj73_,obj73__315
5.5411873,-2.522043,obj76_,obj76__85
13.856446,3.1833607999999995,obj73_,obj73__115
-0.18052644,-2.1140523,obj76_,obj76__335
4.2827635000000015,-5.3433145999999985,obj100_,obj100__310
0.84444636,9.494387,obj67_,obj67__155
2.7837658,0.6869179,obj76_,obj76__240
3.9997323,-2.0850039,obj100_,obj100__265
1.7400123,-14.766975,obj74_,obj74__140
13.89242,3.0274973,obj73_,obj73__125
-12.740834,-4.909921,obj72_,obj72__125
4.0668535000000015,-0.37315676,obj100_,obj100__240
4.328893700000001,-5.788958999999998,obj100_,obj100__320
0.25599986,9.388424,obj67_,obj67__170
5.7895837,-2.7288558,obj76_,obj76__265
13.677216,4.1814146,obj73_,obj73__90
-10.427627,-3.293788,obj72_,obj72__290
5.6249733,-3.238192,obj76_,obj76__270
-11.55467,-5.7638173,obj72_,obj72__80
4.440821,-6.376705,obj100_,obj100__335
1.1359887,-3.1427088,obj76_,obj76__310
13.651206,2.9385216,obj73_,obj73__130
4.1466059999999985,-1.7709289,obj100_,obj100__255
1.4642897,-14.185885999999998,obj74_,obj74__155
15.986975,4.4642935,obj73_,obj73__330
1.175813,-13.749598,obj74_,obj74__180
2.5951488,-3.4362078,obj76_,obj76__110
2.6577172000000004,-4.9544690000000005,obj75_,obj75__355
1.1992245,5.637612,obj67_,obj67__70
4.295917,-2.713105,obj100_,obj100__280
5.384829,-1.2919748,obj75_,obj75__235
5.6196504,-14.782054,obj74_,obj74__10
2.3067734,-1.9306358,obj100_,obj100__135
-10.987258,-2.2864757,obj72_,obj72__250
16.224173999999998,2.1869006,obj73_,obj73__250
2.1704154,-4.7070690000000015,obj75_,obj75__15
3.6452913,-7.0584373,obj100_,obj100__15
3.093334,-3.0802224,obj100_,obj100__120
-11.178825,-2.242149,obj72_,obj72__245
14.772603,4.8502617,obj73_,obj73__45
-10.6135845,-5.855181,obj72_,obj72__40
2.0626245,-12.71218,obj74_,obj74__220
5.2509313,-0.62576175,obj75_,obj75__220
4.2092824,-4.1826300000000005,obj100_,obj100__295
2.9308128,-4.6651077,obj75_,obj75__340
5.56878,-14.222014,obj74_,obj74__340
0.9153646,5.8540416,obj67_,obj67__65
3.510643,-3.4846203,obj76_,obj76__105
-0.6258755,7.211877,obj67_,obj67__210
4.4476748,0.6911388,obj75_,obj75__195
16.167842999999998,4.377945,obj73_,obj73__325
-10.12689,-3.7527635,obj72_,obj72__325
