MDS_1,MDS_2,labels,filename
6045.268795479644,-1537.7303801038934,obj67_,obj67__250
-1123.407371908378,1697.779246129913,obj75_,obj75__300
-4665.608507125147,-403.1470511854431,obj74_,obj74__300
-4831.688077306696,-899.3200209208371,obj74_,obj74__260
3732.349270060894,-2279.975190654353,obj72_,obj72__205
-703.6438304607639,-175.4371781323746,obj73_,obj73__205
1045.9185403174374,31.78349670134085,obj75_,obj75__40
-516.4545453103817,-290.78441237463795,obj73_,obj73__210
-5320.346752560537,1437.0865849816234,obj74_,obj74__50
-5034.154770494685,-537.4791605186159,obj74_,obj74__275
2163.1597067786806,-3619.628737765425,obj72_,obj72__15
-1221.0344854729374,1560.202642449405,obj75_,obj75__275
-4196.1111613013,1969.7355883197165,obj74_,obj74__5
465.311393900989,1563.320590804445,obj75_,obj75__315
2896.112224166471,3127.550553465378,obj76_,obj76__0
4184.44464222004,1343.5252572472718,obj67_,obj67__30
-4520.186322151056,17.71454427714831,obj74_,obj74__315
3165.663451340473,2564.302211108342,obj76_,obj76__150
-1079.1800958421632,-5063.996558083735,obj67_,obj67__245
-404.7128331068563,-6064.5130766752345,obj67_,obj67__290
1774.7331733735348,-208.85148103333728,obj75_,obj75__115
-5322.7977526279965,-264.4940912170102,obj74_,obj74__115
2667.270832231617,3380.9813403849407,obj76_,obj76__185
-1198.5591570515826,-388.9598765556849,obj73_,obj73__170
306.5554621162236,3715.1044555736016,obj100_,obj100__215
3617.171329537202,-2628.385201270562,obj72_,obj72__170
3129.3654220242042,2936.35882703606,obj76_,obj76__350
-4700.935699235076,621.979908770711,obj74_,obj74__85
547.5895998552141,-4542.272533466836,obj67_,obj67__125
361.8198242842975,4148.971719040927,obj76_,obj76__230
820.7460714507495,-1426.1685245559988,obj75_,obj75__80
-2355.6507025082656,1958.5018301404307,obj100_,obj100__80
1081.5791074795802,3974.5537433932172,obj76_,obj76__225
560.6698879391489,3735.404517952839,obj100_,obj100__200
1797.9833001807337,-144.58226351761544,obj75_,obj75__100
-1116.656386712253,-6802.6925176410905,obj67_,obj67__285
-4879.731335158235,218.98486968118854,obj74_,obj74__100
2786.0971513908544,3225.8122562874537,obj76_,obj76__180
5358.314448940224,-2032.8512392549235,obj67_,obj67__295
-1115.1838807237198,-398.2857485632297,obj73_,obj73__175
3627.533785337903,-2763.1410293365648,obj72_,obj72__175
2973.8153181811963,3142.0503674427446,obj76_,obj76__355
-4725.09237419442,760.7662012934578,obj74_,obj74__80
-65.60077693005832,4084.278495622201,obj76_,obj76__235
-3859.4949614704665,3886.492564634677,obj100_,obj100__90
1267.0373218396119,-870.734751350537,obj75_,obj75__90
1437.0538579514716,3861.249022271346,obj76_,obj76__220
