TSNE_1,TSNE_2,labels,filename
43.76777,8.623275,obj67_,obj67__250
-11.135024,27.386305,obj75_,obj75__300
22.627972,-68.69646,obj74_,obj74__300
15.4121685,-72.15871,obj74_,obj74__260
-60.168243,-7.176267599999999,obj72_,obj72__205
-15.935225,-23.175098,obj73_,obj73__205
-3.2544923,10.748672,obj75_,obj75__40
-15.796772,-22.334599,obj73_,obj73__210
21.71194,-53.97955699999999,obj74_,obj74__50
18.159271,-71.01612,obj74_,obj74__275
-51.018417,-29.031809000000006,obj72_,obj72__15
-8.208801,30.493418,obj75_,obj75__275
29.14919,-57.69604,obj74_,obj74__5
-11.235914,23.146997,obj75_,obj75__315
2.9891462000000004,66.99002,obj76_,obj76__0
57.119858,2.5398738,obj67_,obj67__30
25.622952,-66.78554,obj74_,obj74__315
-6.9885883,65.30476999999999,obj76_,obj76__150
45.781113,8.981743,obj67_,obj67__245
36.538944,-5.987664700000002,obj67_,obj67__290
9.222086,13.933699,obj75_,obj75__115
9.484177,-56.93914,obj74_,obj74__115
1.3944927,63.00697,obj76_,obj76__185
-14.448935,-30.159813,obj73_,obj73__170
22.997286,31.21618,obj100_,obj100__215
-53.812454,-6.928988,obj72_,obj72__170
0.65625346,67.84443,obj76_,obj76__350
14.789007000000002,-54.63799,obj74_,obj74__85
40.96186,-11.08109,obj67_,obj67__125
7.096123,54.03141,obj76_,obj76__230
5.513029,9.943749,obj75_,obj75__80
-25.226618,34.028420000000004,obj100_,obj100__80
6.8952565,55.46279000000001,obj76_,obj76__225
25.719076,32.008713,obj100_,obj100__200
7.7434173,12.296602,obj75_,obj75__100
35.798171999999994,-2.9194868,obj67_,obj67__285
12.1926,-55.932644,obj74_,obj74__100
0.5120944000000001,63.493145,obj76_,obj76__180
37.489403,-8.0378895,obj67_,obj67__295
-14.930060999999998,-29.235912,obj73_,obj73__175
-54.563385,-6.46844,obj72_,obj72__175
2.0356922,67.40639499999999,obj76_,obj76__355
15.778217,-54.743095,obj74_,obj74__80
7.032456,52.538030000000006,obj76_,obj76__235
-11.755185,42.16215,obj100_,obj100__90
6.7900662,11.039459,obj75_,obj75__90
6.6027436,56.569527,obj76_,obj76__220
13.012174,-55.27554,obj74_,obj74__95
-1.2698371000000002,67.82495,obj76_,obj76__340
-13.3578,-31.645403,obj73_,obj73__160
-51.94645300000001,-8.555059,obj72_,obj72__160
35.753986,-1.2967558,obj67_,obj67__280
3.3859072,61.630775,obj76_,obj76__195
-9.063193,63.937046,obj76_,obj76__140
41.209263,7.6733850000000015,obj67_,obj67__255
