ISM_1,ISM_2,labels,filename
779.3497453313364,2167.924820438787,2,2_2351
4351.548281654964,1023.8595727473993,6,6_5258
-4323.1861601726205,-503.62189509885627,3,3_5332
5088.727595850188,-1763.0548870200405,4,4_8031
-2468.1354218051347,5539.6997068833,5,5_3089
7795.027622416753,112.74955708625471,4,4_4307
-4928.620633994583,-2587.389964043435,1,1_7160
2285.031201224339,639.6137012071523,0,0_8863
2687.6393214693644,93.13637810249874,0,0_3552
-5529.403445667935,-400.0234623712297,1,1_5972
5773.13667989794,-373.6411072040061,4,4_1678
-1102.6921324624125,-741.5553607006423,0,0_9994
-242.3622250215199,1086.9133555774704,6,6_9438
-511.1162044985417,-2618.536770810151,4,4_6824
6399.800492463008,-625.7835035358513,4,4_7469
-1065.1444284812742,-544.4493538314057,0,0_1445
5860.872113356046,373.5038820073625,2,2_8989
-944.9745942646615,4406.418236432014,5,5_9465
5075.027109557982,-915.0112169321512,4,4_3792
-1203.5681010454891,-41.61841604354936,0,0_4523
-2697.91125150242,-2197.117950865246,3,3_4994
2065.9293220585787,1232.857068952374,2,2_9822
-6331.6206017690865,-893.6616488200087,3,3_8762
-1354.2665104859825,5544.797414536262,5,5_6411
-6027.3495939498025,-113.53195809492563,1,1_6223
4098.187313596028,38.8234829950736,6,6_6358
-5156.023145440315,-825.6032425994217,3,3_6606
4113.179296014415,2451.596648628421,2,2_6615
-5483.717423348084,-1977.5970961540186,1,1_6659
865.4122295008757,-4633.553678558374,6,6_5090
25.784239835653025,-804.6319232407692,6,6_7152
-2476.657839655055,6561.545412754281,5,5_7380
-241.62007021424148,-3685.9965340548356,0,0_2114
-5480.03081372682,-1596.6475459150033,1,1_9408
-6179.919986301145,-2147.1557266097825,1,1_8850
3834.6564722045428,758.0262505321846,6,6_2757
-2636.610660943529,7140.101105268889,5,5_7175
5661.503393723962,1461.7788909147378,4,4_2917
-4822.067644340128,-61.40746975574844,1,1_1197
-825.2125186992807,2670.965072031657,6,6_9168
727.6076962046773,-2931.868633651897,0,0_4847
-31.224227546023666,-2527.930802154048,0,0_1458
5371.940785049113,37.44392698816849,2,2_3135
2937.393698294363,-905.7853183632867,6,6_1340
-2437.292808298278,-1131.712943784768,6,6_4058
-5290.896638286185,304.48451721887864,1,1_8044
5152.266495067256,1392.6573793063058,2,2_6129
-5527.969235351895,-2294.425023805179,1,1_4825
1630.9742154550775,-3374.4484790786855,4,4_2262
-4951.722065697906,-1468.4202107402994,1,1_8888
172.55039369209788,-3661.438665507197,3,3_2080
464.2757551022549,2041.606552988084,6,6_8559
6776.5331940534315,-792.0447969163487,4,4_1306
-4766.323103785697,-965.7938638265492,1,1_4243
