MDS_1,MDS_2,labels,filename
-1131.252576313486,-207.912880229548,2,2_2351
-144.82172865511515,1254.9798960057105,6,6_5258
1457.3134076611582,-129.38020299182764,3,3_6101
1243.9530084129226,2024.3424735443061,4,4_8031
2241.6753668915767,2267.091056696689,0,0_6159
677.6209410441655,2722.8595376985213,4,4_4307
924.6266278617868,-1502.3165260337207,1,1_7160
-1954.0436542465168,-1859.981704691973,5,5_1034
100.23986992356691,-121.88212258861437,0,0_2684
-2827.3805943316393,-191.7633745485901,5,5_9247
-2079.8038908977355,-904.4274747329198,5,5_3412
-450.5208214185489,-464.2601969797181,0,0_9994
-1947.531972897549,-1888.9832966326,5,5_6267
-1256.7162842900896,-837.4419039599585,6,6_2291
-2737.071848095909,601.592273600685,5,5_594
146.9748379250295,1903.6864701999039,2,2_8989
226.8408189060556,1418.3551606352537,4,4_3792
612.9572656102173,-814.689752265759,3,3_4994
-859.8996954113799,853.0177898898926,2,2_9822
210.01413010436798,-2310.513276145034,3,3_8762
307.49523570745464,1532.1711190030805,2,2_4035
-1274.516256718997,626.595937795568,6,6_644
1541.4610199957415,836.2964450192958,6,6_2964
-1348.9052427424015,1048.3815532355793,2,2_6759
-57.83546972776493,-1707.6169522269845,3,3_6606
1055.885502982869,1186.2072810650868,4,4_6454
-531.3041978335335,116.70196638621458,3,3_1871
308.0562239221348,111.16630890352877,3,3_8492
832.2522601900998,-173.52756540075836,0,0_3979
-646.714386917127,3011.3280036009123,2,2_268
455.98590530662653,-1743.6664555995167,1,1_6659
-1485.7520543561914,706.5706639560103,0,0_2130
1596.158632591219,351.5622915716712,0,0_4502
-914.5302287148178,161.74082483239582,6,6_933
-2891.8717811228967,547.099282778892,5,5_7380
2182.69143308338,542.8217007271073,0,0_2114
-716.6917468981006,866.4384487123575,2,2_1624
-763.8113670912708,1199.8774344394067,2,2_22
-3118.3058965749437,-28.80281229174941,5,5_3452
-2042.9887400010807,-1000.8297526309758,5,5_5496
1241.5914125528548,2322.8566167188865,6,6_5058
2129.1154763276963,647.1608329050963,0,0_4847
-2202.1610638980765,-127.3706112678923,5,5_1273
-512.6246931486098,2583.7666350642307,4,4_4345
848.8881163324222,-1519.0475570110764,1,1_6089
530.5360500267839,-1583.9145314237867,1,1_9810
-1287.5855988640385,-400.9353531182408,2,2_643
1325.2638993272556,1395.439553724713,6,6_1419
599.8975211742064,963.5884802270914,6,6_1340
11.41235622179146,-867.1984337186981,6,6_4058
902.2365253830161,-1607.2736928654178,1,1_4825
-108.00818428929605,2112.4387105106216,4,4_2226
1851.3162923126972,-677.6426661165455,3,3_2366
1107.126682357322,169.01517619166108,3,3_2080
204.82043189579326,-169.85744951559602,0,0_9715
393.10061823548614,-1746.8138064036234,1,1_4243
-130.7678508651204,-1943.0975421406602,1,1_9774
1642.6098597668881,-1585.762136104422,1,1_8033
1339.5300167558262,2152.505932505954,4,4_5600
1283.3213878410907,2245.8428054786373,6,6_9446
-2092.199701774673,-735.1501683902527,5,5_2358
170.20675993718314,-349.63152657934563,4,4_5500
611.8783533422708,1207.609822274974,4,4_2328
2074.0306859012976,-635.7079304956355,1,1_8116
879.0658940335206,2350.238071247484,2,2_8195
-2816.335038693087,-208.7481096893852,5,5_4462
1083.8946018228576,-1141.242879944426,3,3_3787
-1977.755306395492,-1499.7455530568836,5,5_9255
-657.9675860843679,2021.1721534953851,2,2_4902
2253.402376087396,-277.4157179216047,0,0_6629
2134.905378263093,-969.2233466914504,3,3_1819
-192.4328690775735,1016.841365699234,4,4_8182
866.9807489043633,1479.42492885015,4,4_811
-337.59272770126546,-1681.4971349689752,1,1_1701
754.3106463554483,3037.2126763776355,2,2_8693
600.9166602658369,-1636.1028115274842,3,3_5924
-2003.2229541154395,-1553.9032809188654,5,5_4768
866.8028458964105,-666.208851427726,3,3_8933
1784.635321329982,265.5966647130914,0,0_8058
-1824.0997663136216,-1751.0784899499633,5,5_8951
698.9126763279232,-862.8457329485237,1,1_442
-2216.1745821827253,-1082.2491373286773,5,5_7226
-974.2387474181493,788.8763132071791,0,0_6257
-969.0047451340704,983.3052526713666,4,4_2912
-1282.939829881555,-509.70420549349313,4,4_6492
201.73113543967082,659.5837773335189,4,4_8075
-1235.597984901629,-2245.025859208064,5,5_2035
2187.875758395018,1809.8555248356865,6,6_6947
-2312.6928214372792,897.1191240777127,5,5_9643
2350.808184979638,436.59808723934464,6,6_1857
2109.498416167704,-345.62001107291985,3,3_6440
-1270.7786268328387,-314.8552266063887,2,2_5268
132.63231906941036,1022.6649325165581,2,2_868
-718.8388683398701,-860.4162153899498,0,0_592
-576.1565930306599,1755.6336537679306,4,4_1260
1556.2258614451755,966.6707110740336,3,3_6007
1338.9893231089818,1434.3319004026196,4,4_2984
93.37674920213779,-1595.1212321509713,1,1_1543
1085.5406056256352,-1767.2303636364484,1,1_8796
-816.4339613780513,2408.9669177908113,2,2_5225
